etf.com_names,Ticker_names,investing_names,details
Sunstone Hotel Investors Inc Cum Conv Red Pfd Registered Shs Series H,None,None,None
"Sunstone Hotel Investors, Inc.",SHO,Sunstone Hotel Investors Inc,Stock - NYSE equities
Suntec Real Estate Investment Trust,SUNT,Suntec Real Estate Investment Trust,Stock - Singapore equities
Suntory Beverage & Food Ltd.,2587,Suntory Beverage & Food Ltd,Stock - Tokyo equities
Suntront Technology Co. Ltd. Class A,None,None,None
Sunway Real Estate Investment Trust,SUNW,Sunway Real Estate Investment Trust,Stock - Kuala Lumpur equities
"Sunworks, Inc.",SUNW,Sunworks Inc,Stock - NASDAQ equities
Suominen Oyj,SUY1V,Suominen Oyj,Stock - Helsinki equities
Super Energy Corporation Public Company Limited NVDR,None,None,None
"Super Micro Computer, Inc.",SMCI,Super Micro Computer Inc,Stock - NASDAQ equities
Super Retail Group Limited,None,None,None
Superdry PLC,SDRY,Superdry PLC,Stock - London equities
"Superior Group of Companies, Inc.",None,None,None
Supermax Corp. Bhd.,SUPM,Supermax Corporation Bhd,Stock - Kuala Lumpur equities
"Supernus Pharmaceuticals, Inc.",SUPN,Supernus Pharmaceuticals Inc,Stock - NASDAQ equities
Supreme Industries Limited,None,None,None
Supreme Petrochem Limited,None,None,None
"Surface Oncology, Inc.",SURF,Surface Oncology Inc,Stock - NASDAQ equities
"Surgalign Holdings, Inc.",SRGA,Surgalign Holdings Inc,Stock - NASDAQ equities
"Surgery Partners, Inc.",SGRY,Surgery Partners Inc,Stock - NASDAQ equities
Surgical Science Sweden AB,SUSW,Surgical Science Sweden AB,Stock - Stockholm equities
Surgutneftegas PJSC,None,None,None
Surgutneftegas PJSC Pfd,None,None,None
Surgutneftegas PJSC Sponsored ADR,None,None,None
Surmodics Inc,SRDX,SurModics Inc,Stock - NASDAQ equities
Suruga Bank Ltd.,8358,Suruga Bank Ltd,Stock - Tokyo equities
Surya Roshni Limited,None,None,None
"Sutro Biopharma, Inc.",None,None,None
Suzano S.A.,None,None,None
Suzano SA Sponsored ADR,None,None,None
"Suzhou Dongshan Precision Manufacturing Co., Ltd Class A",None,None,None
Suzhou Etron Technologies Co. Ltd. Class A,None,None,None
"Suzhou Maxwell Technologies Co., Ltd. Class A",300751,Suzhou Maxwell Technologies Co Ltd Class A,Stock - Shenzhen equities
"Suzuken Co., Ltd.",9987,Suzuken Co Ltd,Stock - Tokyo equities
"Suzuki Co., Ltd.",6785,Suzuki Co Ltd,Stock - Tokyo equities
Suzuki Motor Corp.,7269,Suzuki Motor Corp.,Stock - Tokyo equities
Svenska Cellulosa AB SCA Class A,None,None,None
Svenska Cellulosa AB SCA Class B,None,None,None
Svenska Handelsbanken AB Class A,None,None,None
Svenska Handelsbanken AB Class B,None,None,None
Swatch Group Ltd. Bearer,None,None,None
Swatch Group Ltd. Registered,None,None,None
Swedbank AB Class A,None,None,None
Swedencare AB,SECARE,Swedencare publ AB,Stock - Stockholm equities
Swedish Match AB,SWMA,Swedish Match AB,Stock - Stockholm equities
"Sweetgreen, Inc. Class A",None,None,None
Swicorp Wabel REIT Fund,None,None,None
Swire Pacific Limited Class A,None,None,None
Swire Pacific Limited Class B,None,None,None
Swire Properties Limited,None,None,None
Swiss Life Holding AG,SLHN,Swiss Life Holding AG,Stock - Switzerland equities
Swiss Prime Site AG,SPSN,Swiss Prime Site AG,Stock - Switzerland equities
Swiss Re AG,SRENH,Swiss Re AG,Stock - Switzerland equities
Swiss Steel Holding AG,STLN,Swiss Steel Holding AG,Stock - Switzerland equities
Swisscom AG,SCMN,Swisscom AG,Stock - Switzerland equities
Swissquote Group Holding Ltd.,None,None,None
"Switch, Inc. Class A",None,None,None
Syarikat Takaful Malaysia Keluarga Bhd.,None,None,None
Sydbank A/S,SYANY,Sydbank A/S ADR,Stock - OTC Markets equities
Sydney Airport,SYD,Sydney Airport Holdings Ltd,Stock - Sydney equities
Sylvamo Corporation,None,None,None
Symbio Holdings Limited,None,None,None
Symrise AG,SY1G,Symrise AG Inh. O.N.,Stock - Xetra equities
"Symtek Automation Asia Co., Ltd.",6438,Symtek Automation Asia Co Ltd,Stock - Taiwan equities
Syn Prop e Tech SA,SYYNY,SYN prop e tech SA ADR,Stock - OTC Markets equities
Synalloy Corporation,SYNL,Synalloy Corporation,Stock - NASDAQ equities
Synaptics Incorporated,SYNA,Synaptics Incorporated,Stock - NASDAQ equities
"Synchronoss Technologies, Inc.",SNCR,Synchronoss Technologies Inc,Stock - NASDAQ equities
Synchrony Financial,SYF,Synchrony Financial,Stock - NYSE equities
Syncona Ltd GBP,None,None,None
Syndax Pharmaceuticals Inc,SNDX,Syndax Pharmaceuticals Inc,Stock - NASDAQ equities
"Syneos Health, Inc. Class A",None,None,None
Synergy Pharmaceuticals Incorporated,None,None,None
Synlait Milk Ltd.,SM1,Synlait Milk Ltd,Stock - Sydney equities
Synlogic Inc,SYBX,Synlogic Inc,Stock - NASDAQ equities
"Synnex (Thailand) Public Co., Ltd. NVDR",None,None,None
Synnex Technology International Corp.,2347,Synnex Technology International Corp,Stock - Taiwan equities
"Synopsys, Inc.",SNPS,Synopsys Inc,Stock - NASDAQ equities
Synovus Financial Corp.,SNV,Synovus Financial Corp,Stock - NYSE equities
"Syros Pharmaceuticals, Inc.",SYRS,Syros Pharmaceuticals Inc,Stock - NASDAQ equities
Sysco Corporation,SYY,Sysco Corporation,Stock - NYSE equities
Sysmex Corporation,None,None,None
System1 Group PLC,SYS1,System1 Group PLC,Stock - London equities
"T&D Holdings, Inc.",T,AT&T Inc,Stock - NYSE equities
T. Rowe Price Group,TROW,T. Rowe Price Group Inc,Stock - NASDAQ equities
"T.RAD Co., Ltd.",7236,T.RAD Co Ltd,Stock - Tokyo equities
T3EX Global Holdings Corp.,2636,T3EX Global Holdings Corp,Stock - Taiwan equities
"TA Chen Stainless Pipe Co., Ltd.",2027,Ta Chen Stainless Pipe Co Ltd,Stock - Taiwan equities
TADANO Ltd.,6395,Tadano Ltd,Stock - Tokyo equities
TAG Immobilien AG,TEGG,Tag Immobilien AG,Stock - Xetra equities
TAISEI CORP,1801,Taisei Corp.,Stock - Tokyo equities
"TAKAOKA TOKO CO., LTD.",6617,Takaoka Toko Co Ltd,Stock - Tokyo equities
TAKKT AG,TTKG,Takkt AG O.N.,Stock - Xetra equities
TAL Education Group Sponsored ADR Class A,None,None,None
"TANSEISHA Co., Ltd.",9743,Tanseisha Co Ltd,Stock - Tokyo equities
TASCO Bhd.,TASC,Tasco Bhd,Stock - Kuala Lumpur equities
TATNEFT PJSC,None,None,None
TATNEFT PJSC Sponsored ADR,None,None,None
TAURON Polska Energia S.A.,None,None,None
TAV Havalimanlari Holding A.S.,None,None,None
TBC Bank Group Plc,TBCG,TBC Bank Group PLC,Stock - London equities
TBEA Co Ltd. Class A,None,None,None
TC Energy Corporation,None,None,None
"TCG BDC, Inc.",CGBD,TCG BDC Inc,Stock - NASDAQ equities
TCL Technology Group Corporation Class A,None,None,None
"TCR2 Therapeutics, Inc.",TCRR,Tcr2 Therapeutics Inc,Stock - NASDAQ equities
TCS Group Holding Plc Sponsored GDR Class A RegS,None,None,None
TD SYNNEX Corporation,None,None,None
"TDCX, Inc. ADR",TDCX,TDCX Inc ADR,Stock - NYSE equities
TDK Corporation,None,None,None
TE Connectivity Ltd.,TEL,TE Connectivity Ltd,Stock - NYSE equities
"TEGNA, Inc.",TGNA,Tegna Inc,Stock - NYSE equities
TELUS Corporation,None,None,None
"TELUS International (CDA), Inc.",None,None,None
"TES Co., Ltd.",5074,Tess Holdings Co Ltd,Stock - Tokyo equities
TESNA Inc.,131970,Tesna Inc,Stock - KOSDAQ equities
TESSCO Technologies Incorporated,TESS,TESSCO Technologies Incorporated,Stock - NASDAQ equities
"TETRA Technologies, Inc.",TTI,Tetra Technologies Inc,Stock - NYSE equities
"TFF Pharmaceuticals, Inc.",TFFP,Tff Pharmaceuticals Inc,Stock - NASDAQ equities
TFI International Inc.,TFII,TFI International Inc,Stock - Toronto equities
TFS Financial Corporation,TFSL,TFS Financial Corporation,Stock - NASDAQ equities
"TG Therapeutics, Inc.",TGTX,TG Therapeutics Inc,Stock - NASDAQ equities
TGS ASA,TGSGY,TGS NOPEC Geophysical Company ASA ADR,Stock - OTC Markets equities
THG PLC,THG,THG Holdings PLC,Stock - London equities
"THK Co., Ltd.",6481,THK Co Ltd,Stock - Tokyo equities
TI Fluid Systems plc,TIFS,TI Fluid Systems PLC,Stock - London equities
TIM SA (Brazil),None,None,None
TIM SA (Brazil) Sponsored ADR,None,None,None
TIME dotCom Bhd.,TCOM,TIME Dotcom Bhd,Stock - Kuala Lumpur equities
TIS Inc.,TISI,Team Inc,Stock - NYSE equities
TISCO Financial Group Public Co. Ltd. NVDR,None,None,None
TJX Companies Inc,TJX,TJX Companies Inc,Stock - NYSE equities
TKH Group N.V. Cert,None,None,None
TMBThanachart Bank Public Company Limited NVDR,None,None,None
TMC the metals company Inc.,TMC,TMC the metals company Inc,Stock - NASDAQ equities
TMX Group Ltd.,None,None,None
TOD'S S.p.A.,None,None,None
"TOHO GAS Co., Ltd.",9533,Toho Gas Co Ltd,Stock - Tokyo equities
"TOKAI RIKA CO., LTD.",6995,Tokai Rika Co Ltd,Stock - Tokyo equities
"TOKYO GAS Co., Ltd.",9531,"Tokyo Gas Co., Ltd.",Stock - Tokyo equities
"TOKYO ROPE MFG. CO., LTD.",5981,Tokyo Rope Mfg Co Ltd,Stock - Tokyo equities
TOKYU CORPORATION,None,None,None
"TOKYU REIT, Inc.",8957,Tokyu Reit Inc,Stock - Tokyo equities
"TOMONY Holdings, Inc.",8600,Tomony Holdings Inc,Stock - Tokyo equities
TOMRA Systems ASA,TMRAY,Tomra Systems ASA ADR,Stock - OTC Markets equities
TOPPAN INC.,None,None,None
TORM PLC Class A,TRMD,Torm PLC Class A,Stock - NASDAQ equities
TOTO Ltd,5332,TOTO Ltd.,Stock - Tokyo equities
TOTVS S.A.,None,None,None
"TOYO INK SC HOLDINGS CO.,LTD.",4634,Toyo Ink Sc Holdings Co Ltd,Stock - Tokyo equities
TP ICAP Group plc,None,None,None
TPG Inc Class A,None,None,None
TPG RE Finance Trust Inc Cum Conv Red Pfd Registered Shs Series C,None,None,None
"TPG RE Finance Trust, Inc.",TRTX,TPG RE Finance Trust Inc,Stock - NYSE equities
TPG Telecom Limited,None,None,None
"TPI Composites, Inc.",TPIC,TPI Composites Inc,Stock - NASDAQ equities
TPI Polene Power Public Company Ltd NVDR,None,None,None
TPI Polene Public Co. Ltd. NVDR,None,None,None
"TPK Holding Co., Ltd.",3673,TPK Holding Co Ltd,Stock - Taiwan equities
"TPR Co., Ltd.",6463,TPR Co Ltd,Stock - Tokyo equities
TRE HOLDINGS CORPORATION,None,None,None
"TS Tech Co., Ltd.",7313,TS Tech Co Ltd,Stock - Tokyo equities
TSEC Corporation,None,None,None
"TSR, Inc.",TSRI,TSR Inc,Stock - NASDAQ equities
"TSURUHA Holdings, Inc.",3391,Tsuruha Holdings Inc,Stock - Tokyo equities
"TScan Therapeutics, Inc.",TCRX,Tscan Therapeutics Inc,Stock - NASDAQ equities
"TTEC Holdings, Inc.",TTEC,TTEC Holdings Inc,Stock - NASDAQ equities
"TTM Technologies, Inc.",TTMI,TTM Technologies Inc,Stock - NASDAQ equities
TTW Public Company Limited,TTAPY,TTW Public Company Limited,Stock - OTC Markets equities
TTW Public Company Limited NVDR,None,None,None
TTY Biopharm Company Limited,None,None,None
TUI AG,TUIFY,TUI AG ADR,Stock - OTC Markets equities
TV Asahi Holdings Corporation,None,None,None
TV Today Network Ltd.,None,None,None
TVS Motor Company Limited,None,None,None
TX Group AG,TXGN,TX Group AG,Stock - Switzerland equities
TXC Corporation,None,None,None
Ta Ann Holdings Bhd.,TAAN,Ta Ann Holdings Bhd,Stock - Kuala Lumpur equities
Tabcorp Holdings Limited,None,None,None
Taboola.com Ltd.,None,None,None
"Tabula Rasa Healthcare, Inc.",TRHC,Tabula Rasa HealthCare Inc,Stock - NASDAQ equities
"Tachibana Eletech Co., Ltd.",8159,Tachibana Eletech Co Ltd,Stock - Tokyo equities
"Tactile Systems Technology, Inc.",TCMD,Tactile Systems Technology Inc,Stock - NASDAQ equities
Tai Hing Group Holdings Ltd.,6811,Tai Hing Group Holdings Ltd,Stock - Hong Kong equities
"Tai Tung Communication Co., Ltd.",8011,Tai Tung Communication Co Ltd,Stock - Taiwan equities
"Taichung Commercial Bank Co., Ltd.",2812,Taichung Commercial Bank Co Ltd,Stock - Taiwan equities
Taidoc Technology Corporation,None,None,None
"Taihei Dengyo Kaisha, Ltd.",1968,Taihei Dengyo Kaisha Ltd,Stock - Tokyo equities
Taiheiyo Cement Corporation,None,None,None
"Taiho Kogyo Co., Ltd.",6470,Taiho Kogyo Co Ltd,Stock - Tokyo equities
Taikisha Ltd.,1979,Taikisha Ltd,Stock - Tokyo equities
"Taimide Tech, Inc.",3645,Taimide Tech Inc,Stock - Taiwan equities
"Tainergy Tech Co., Ltd.",4934,Tainergy Tech Co Ltd,Stock - Taiwan equities
"Taishin Financial Holdings Co., Ltd.",None,None,None
"Taisho Pharmaceutical Holdings Co., Ltd.",None,None,None
"Taita Chemical Co., Ltd.",1309,Taita Chemical Co Ltd,Stock - Taiwan equities
Taitron Components Incorporated Class A,None,None,None
Taiwan Business Bank,2834,Taiwan Business Bank,Stock - Taiwan equities
Taiwan Cement Corp.,1101,Taiwan Cement Corp,Stock - Taiwan equities
Taiwan Cogeneration Corporation,None,None,None
"Taiwan Cooperative Financial Holding Co., Ltd.",5880,Taiwan Cooperative Financial Holding Co Ltd,Stock - Taiwan equities
"Taiwan Fertilizer Co., Ltd.",1722,Taiwan Fertilizer Co Ltd,Stock - Taiwan equities
Taiwan Glass Industry Corp.,None,None,None
Taiwan High Speed Rail Corporation,None,None,None
"Taiwan Hon Chuan Enterprise Co., Ltd.",9939,Taiwan Hon Chuan Enterprise Co Ltd,Stock - Taiwan equities
"Taiwan Mobile Co., Ltd.",3045,Taiwan Mobile Co Ltd,Stock - Taiwan equities
"Taiwan Paiho Co., Ltd.",None,None,None
"Taiwan Semiconductor Manufacturing Co., Ltd.",TSMC34,Taiwan Semiconductor Manufacturing Co Ltd,Stock - BM&FBovespa equities
"Taiwan Semiconductor Manufacturing Co., Ltd. Sponsored ADR",None,None,None
Taiwan Surface Mounting Technology Corp.,6278,Taiwan Surface Mounting Technology Corp,Stock - Taiwan equities
Taiwan Tea Corporation,None,None,None
"Taiyo Yuden Co., Ltd.",6976,"Taiyo Yuden Co., Ltd.",Stock - Tokyo equities
"Takamiya Co., Ltd.",2445,SRG Takamiya Co Ltd,Stock - Tokyo equities
Takara Bio Inc.,4974,Takara Bio Inc,Stock - Tokyo equities
"Takara Leben Co., Ltd.",8897,Takara Leben Co Ltd,Stock - Tokyo equities
"Takara Standard Co., Ltd",7981,Takara Standard Co Ltd,Stock - Tokyo equities
Takasago International Corporation,None,None,None
"Takasago Thermal Engineering Co., Ltd.",1969,Takasago Thermal Engineering Co Ltd,Stock - Tokyo equities
"Takashimaya Company, Limited",None,None,None
Takeda Pharmaceutical Co. Ltd.,TAK,Takeda Pharmaceutical Co Ltd ADR,Stock - NYSE equities
Takeda Pharmaceutical Co. Ltd. Sponsored ADR,None,None,None
"Takeuchi Mfg.Co., Ltd.",None,None,None
"Taki Chemical Co., Ltd.",4025,Taki Chemical Co Ltd,Stock - Tokyo equities
Talanx AG,TLXGn,Talanx AG NA O.N.,Stock - Xetra equities
"Talaris Therapeutics, Inc.",TALS,Talaris Therapeutics Inc,Stock - NASDAQ equities
Taleem REIT Fund,4333,Taleem REIT Fund,Stock - Saudi Arabia equities
Talis Biomedical Corp.,TLIS,Talis Biomedical Corp,Stock - NASDAQ equities
"Talkspace, Inc.",TALK,Talkspace Inc,Stock - NASDAQ equities
Talon Metals Corp.,TLO,Talon Metals Corp,Stock - Toronto equities
"Talos Energy, Inc.",None,None,None
"Tama Home Co., Ltd.",None,None,None
Tamarack Valley Energy Ltd.,TVE,Tamarack Valley Energy Ltd,Stock - Toronto equities
Tamburi Investment Partners S.p.A.,None,None,None
"Tamron Co., Ltd.",7740,Tamron Co Ltd,Stock - Tokyo equities
Tanaka Chemical Corp.,4080,Tanaka Chemical Corp,Stock - Tokyo equities
"Tandem Diabetes Care, Inc.",TNDM,Tandem Diabetes Care Inc,Stock - NASDAQ equities
"Tandy Leather Factory, Inc.",TLFA,Tandy Leather Factory Inc,Stock - OTC Markets equities
"Tanger Factory Outlet Centers, Inc.",SKT,Tanger Factory Outlet Centers Inc,Stock - NYSE equities
Tanla Platforms Ltd,TNSL,Tanla Platforms Ltd,Stock - NSE equities
Taokaenoi Food & Marketing Public Company Ltd NVDR,TKN,Taokaenoi Food & Marketing PCL,Stock - Thailand equities
"Tapestry, Inc.",TPR,Tapestry Inc,Stock - NYSE equities
Targa Resources Corp.,None,None,None
Target Corporation,TGT,Target Corporation,Stock - NYSE equities
Target Healthcare REIT PLC,None,None,None
Target Hospitality Corp.,TH,Target Hospitality Corp,Stock - NASDAQ equities
Taro Pharmaceutical Industries Ltd.,TARO,Taro Pharmaceutical Industries Ltd,Stock - NYSE equities
"Tarsus Pharmaceuticals, Inc.",TARS,Tarsus Pharmaceuticals Inc,Stock - NASDAQ equities
Taseko Mines Limited,None,None,None
"TaskUs, Inc. Class A",None,None,None
Tassal Group Limited,None,None,None
Tata Chemicals Limited,None,None,None
Tata Communications Limited,TATA,Tata Communications Limited,Stock - NSE equities
Tata Consultancy Services Limited,None,None,None
Tata Consumer Products Limited,None,None,None
Tata Elxsi Limited,None,None,None
Tata Motors Limited,TTM,Tata Motors Limited ADR,Stock - NYSE equities
Tata Motors Limited Sponsored ADR,None,None,None
Tata Motors Ltd Class A,None,None,None
Tata Power Company Limited,None,None,None
Tata Steel Limited,None,None,None
Tata Steel Long Products Limited,None,None,None
Tate & Lyle PLC,TATE,Tate & Lyle PLC,Stock - London equities
Tattooed Chef Inc Class A,None,None,None
Tatung Co.,2371,Tatung Co,Stock - Taiwan equities
Taurus Armas S.A. Pfd,None,None,None
"Taylor Devices, Inc.",TAYD,Taylor Devices Inc,Stock - NASDAQ equities
Taylor Morrison Home Corporation,None,None,None
Taylor Wimpey plc,TW,Taylor Wimpey PLC,Stock - London equities
"Taysha Gene Therapies, Inc.",TSHA,Taysha Gene Therapies Inc,Stock - NASDAQ equities
"Team, Inc.",TISI,Team Inc,Stock - NYSE equities
Team17 Group PLC,None,None,None
TeamViewer AG,TMV,TeamViewer AG,Stock - Xetra equities
Tecan Group AG,TECN,Tecan Group AG,Stock - Switzerland equities
Tech Mahindra Limited,None,None,None
"TechTarget, Inc.",TTGT,TechTarget Inc,Stock - NASDAQ equities
Technip Energies NV,THNPY,Technip Energies NV ADR,Stock - OTC Markets equities
Technip Energies NV Sponsored ADR,None,None,None
TechnipFMC Plc,FTI,TechnipFMC PLC,Stock - NYSE equities
Technogym S.p.A,None,None,None
"Techtronic Industries Co., Ltd.",0669,Techtronic Industries Co Ltd,Stock - Hong Kong equities
Teck Resources Limited Class B,None,None,None
Tecnicas Reunidas SA,None,None,None
Tecnoglass Inc.,TGLS,Tecnoglass Inc,Stock - NASDAQ equities
"Teco Electric & Machinery Co., Ltd.",1504,TECO Electric & Machinery Co Ltd,Stock - Taiwan equities
Ted Baker PLC,TED,Ted Baker PLC,Stock - London equities
Teekay Corporation,TK,Teekay Corporation,Stock - NYSE equities
Teekay LNG Partners L.P. Cum Red Perp Pfd Registered Shs Series B,None,None,None
Teekay Tankers Ltd. Class A,None,None,None
Teijin Limited,None,None,None
Tejon Ranch Co.,TRC,Tejon Ranch Co,Stock - NYSE equities
Tekfen Holding Anonim Sirketi,None,None,None
Tekken Corporation,None,None,None
"Teladoc Health, Inc.",T2DH34,Teladoc Health Inc DRC,Stock - BM&FBovespa equities
Tele2 AB Class B,None,None,None
Telecom Argentina SA Sponsored ADR,None,None,None
Telecom Italia Rsp,TLITn,Telecom Italia RSP,Stock - Xetra equities
Telecom Italia S.p.A.,LU680624,SG ISSUER Put Telecom Italia Risparmio S.p.A. 17Jun22,Certificate - Milan certificate
Teledyne Technologies Incorporated,TDY,Teledyne Technologies Incorporated,Stock - NYSE equities
Teleflex Incorporated,TFX,Teleflex Incorporated,Stock - NYSE equities
Telefonaktiebolaget LM Ericsson Class B,ERICb,Telefonaktiebolaget LM Ericsson Class B,Stock - Stockholm equities
Telefonaktiebolaget LM Ericsson Sponsored ADR Class B,None,None,None
Telefonica Brasil S.A.,None,None,None
Telefonica Brasil SA Sponsored ADR,None,None,None
Telefonica Deutschland Holding AG,O2Dn,Telefonica Deutschland Holding AG,Stock - Xetra equities
Telefonica SA,TEF,Telefonica SA ADR,Stock - NYSE equities
Telefonica SA Sponsored ADR,None,None,None
Telekom Austria AG,TKAGY,Telekom Austria AG PK,Stock - OTC Markets equities
Telekom Malaysia Bhd.,TLMM,Telekom Malaysia Bhd,Stock - Kuala Lumpur equities
Telenor ASA,TELNY,Telenor ASA ADR,Stock - OTC Markets equities
Teleperformance SA,None,None,None
"Telephone and Data Systems, Inc.",TDS,Telephone and Data Systems Inc,Stock - NYSE equities
Telesat Corp.,TSAT,Telesat Corp,Stock - NASDAQ equities
Telesites SAB de CV Class B,None,None,None
Television Francaise 1 SA,TFFP,Television Francaise 1 SA,Stock - Paris equities
Telia Company AB,TELIA,Telia Company AB,Stock - Stockholm equities
Telix Pharmaceuticals Ltd.,TLX,Telix Pharmaceuticals Ltd,Stock - Sydney equities
Telkom SA SOC Ltd.,TLKGY,Telkom SA SOC Ltd,Stock - OTC Markets equities
Tellurian Inc.,TELL,Tellurian Inc,Stock - NYSE equities
Telos Corporation,None,None,None
Telstra Corporation Limited,None,None,None
Temenos AG,TEMN,Temenos Group AG,Stock - Switzerland equities
"Tempest Therapeutics, Inc.",TPST,Tempest Therapeutics Inc,Stock - NASDAQ equities
Temple & Webster Group Ltd,FTF,Franklin Templeton Limited Duration,Stock - NYSE equities
Tempur Sealy International Inc,TPX,Tempur Sealy International Inc,Stock - NYSE equities
Ten Pao Group Holdings Limited,None,None,None
Ten Square Games SA,TENP,Ten Square Games SA,Stock - Warsaw equities
"Tenable Holdings, Inc.",TENB,Tenable Holdings Inc,Stock - NASDAQ equities
Tenaris S.A.,None,None,None
Tenaris S.A. Sponsored ADR,None,None,None
"Tenaya Therapeutics, Inc.",TNYA,Tenaya Therapeutics Inc,Stock - NASDAQ equities
Tencent Holdings Ltd.,TCEHY,Tencent Holdings Ltd ADR,Stock - OTC Markets equities
Tencent Holdings Ltd. Unsponsored ADR,None,None,None
Tencent Music Entertainment Group Sponsored ADR Class A,None,None,None
Tenet Healthcare Corporation,THC,Tenet Healthcare Corporation,Stock - NYSE equities
Tennant Company,TNC,Tennant Company,Stock - NYSE equities
Tenneco Inc. Class A,None,None,None
Tera Light Ltd.,TRLT,Tera Light Ltd,Stock - Tel Aviv equities
TeraWulf Inc.,WULF,Terawulf Inc,Stock - NASDAQ equities
Teradata Corporation,TDC,Teradata Corp,Stock - NYSE equities
"Teradyne, Inc.",TER,Teradyne Inc,Stock - NASDAQ equities
Terex Corporation,TEX,Terex Corporation,Stock - NYSE equities
Terminix Global Holdings Inc,TMX,Terminix Global Holdings Inc,Stock - NYSE equities
Terna Energy S.A.,None,None,None
Terna S.p.A.,None,None,None
Ternium S.A. Sponsored ADR,None,None,None
"Terns Pharmaceuticals, Inc.",TERN,Terns Pharmaceuticals Inc,Stock - NASDAQ equities
Terrafina,TERRA13,CI Banco SA Institucion de Banca Multiple FF/00939,Stock - Mexico equities
Terreno Realty Corporation,TRNO,Terreno Realty Corporation,Stock - NYSE equities
Territorial Bancorp Inc.,TBNK,Territorial Bancorp Inc,Stock - NASDAQ equities
Terumo Corporation,None,None,None
Terveystalo Oy Class A,None,None,None
Tesco PLC,TSCO,Tesco PLC,Stock - London equities
Tesla Inc,TSLA,Tesla Inc,Stock - NASDAQ equities
Tesmec S.p.A.,None,None,None
Tessenderlo Group N.V.,None,None,None
Tethys Oil AB,TETY,Tethys Oil AB,Stock - Stockholm equities
"Tetra Tech, Inc.",TTEK,Tetra Tech Inc,Stock - NASDAQ equities
Teva Pharmaceutical Industries Limited,TEVA,Teva Pharma Industries Ltd ADR,Stock - NYSE equities
Teva Pharmaceutical Industries Limited Sponsored ADR,None,None,None
"Texas Capital Bancshares, Inc.",TCBI,Texas Capital Bancshares Inc,Stock - NASDAQ equities
Texas Instruments Incorporated,TXN,Texas Instruments Incorporated,Stock - NASDAQ equities
Texas Pacific Land Corporation,None,None,None
"Texas Roadhouse, Inc.",TXRH,Texas Roadhouse Inc,Stock - NASDAQ equities
Texhong Textile Group Limited,None,None,None
Textainer Group Holdings Limited,None,None,None
Textainer Group Holdings Ltd Depositary Shs Repr 1/1000th Cum Conv Red Perp Pfd Registered Shs Ser B,None,None,None
Textainer Group Holdings Ltd Depositary Shs Repr 1/1000th Cum Perp Red Pfd Rg Shs Series A,None,None,None
Textron Inc.,TXT,Textron Inc,Stock - NYSE equities
Texwinca Holdings Limited,None,None,None
"Thai Beverage Public Co., Ltd.",TBEV,Thai Beverage Public Co Ltd,Stock - Singapore equities
Thai Union Group Public Company Limited NVDR,None,None,None
Thai Vegetable Oil Public Co. Ltd. NVDR,None,None,None
Thaicom Public Co. Ltd. NVDR,None,None,None
Thaifoods Group Public Co. Ltd. NVDR,None,None,None
Thales SA,THLLY,Thales SA ADR,Stock - OTC Markets equities
"The Container Store Group, Inc.",None,None,None
The9 Ltd. Sponsored ADR,None,None,None
Theme International Holdings Limited,None,None,None
"TherapeuticsMD, Inc.",TXMD,TherapeuticsMD Inc,Stock - NASDAQ equities
Theravance Biopharma Inc,TBPH,Theravance Biopharma Inc,Stock - NASDAQ equities
Thermax Limited.,None,None,None
Thermo Fisher Scientific Inc.,TMO,Thermo Fisher Scientific Inc,Stock - NYSE equities
"Thermon Group Holdings, Inc.",THR,Thermon Group Holdings Inc,Stock - NYSE equities
"Theseus Pharmaceuticals, Inc.",THRX,Theseus Pharmaceuticals Inc,Stock - NASDAQ equities
Third Coast Bancshares Inc,TCBX,Third Coast Bancshares Inc,Stock - NASDAQ equities
Thirumalai Chemicals Limited,None,None,None
Thomson Reuters Corporation,None,None,None
"Thor Industries, Inc.",THO,Thor Industries Inc,Stock - NYSE equities
Thoresen Thai Agencies Public Co. Ltd.,None,None,None
"Thorne HealthTech, Inc.",THRN,Thorne HealthTech Inc,Stock - NASDAQ equities
Thoughtworks Holding Inc,TWKS,Thoughtworks Holding Inc,Stock - NASDAQ equities
"Thryv Holdings, Inc.",THRY,Thryv Holdings Inc,Stock - NASDAQ equities
Thule Group AB,THULE,Thule Group AB,Stock - Stockholm equities
"Thunder Software Technology Co., Ltd. Class A",None,None,None
Thunderful Group AB,THUNDR,Thunderful Group AB,Stock - Stockholm equities
Tian Lun Gas Holdings Limited,None,None,None
Tiangong International Co. Ltd.,0826,Tiangong International Co Ltd,Stock - Hong Kong equities
Tianjin 712 Communication & Broadcasting Co. Ltd. Class A,603712,TianJin 712 Communication & Broadcasting Co Ltd,Stock - Shanghai equities
Tianjin You Fa Steel Pipe Group Stock Co. Ltd. Class A,None,None,None
"Tianjin Zhonghuan Semiconductor Co., Ltd. Class A",None,None,None
Tianli Education International Holding Limited,None,None,None
"Tianma Microelectronics Co., Ltd Class A",None,None,None
Tianneng Power International Limited,None,None,None
"Tianshui Huatian Technology Co., Ltd. Class A",None,None,None
Tibet Rhodiola Pharmaceutical Holding Co. Class A,None,None,None
Tibet Summit Resources Co. Ltd. Class A,None,None,None
Tidewater Inc,TDW,Tidewater Inc,Stock - NYSE equities
TietoEVRY Oyj,None,None,None
