Symbol,Name,marketCap
ERIE,Erie Indemnity Co Class A,9599379456.0
ESGC,Eros STX Global Corp Class A,1201211264.0
NVST,Envista Holdings Corp,7588789760.0
ENSG,Ensign Group Inc,4286114816.0
ENO,Entergy New Orleans First Mortgage Bonds 5 50 Series Pref Shs Exp 1 April 2066,212245552.0
CPIX,Cumberland Pharmaceuticals Inc,52526376.0
TEX,Terex Corp,2946257920.0
DHHC,DiamondHead Holdings Corp Class A,420253120.0
DOCN,DigitalOcean Holdings Inc,6271819264.0
DCOMP,Dime Community Bancshares Cumulative Perpetual Pref Shs Series A,
PLAY,Dave & Buster's Entertainment Inc,1940301568.0
AAIC,Arlington Asset Investment Corp Class A,105141192.0
ARRY,Array Technologies Inc,1200390144.0
ACDI,Ascendant Digital Acquisition Corp III Class A,371624992.0
LAZR,Luminar Technologies Inc Class A,5323551232.0
WERN,Werner Enterprises Inc,2894752512.0
LUCD,Lucid Diagnostics Inc,134351392.0
WSBCP,Wesbanco DS Representing 1/40Th Perp Pfd Series A,
WFG,West Fraser Timber Co Ltd,10474432512.0
ANDE,Andersons Inc,1290838784.0
AOMR,Angel Oak Mortgage Inc,427350848.0
ARGD,Argo Group International Holdings 6 5 Senior Notes Exp 15 Sep 2042,
JBK,Lehman 3.50% Adjustable Corporate Backed Trust Certificates Goldman Sachs,
BGSF,BGSF Inc,146070752.0
MFA,MFA Financial Inc,1909213952.0
MD,MEDNAX Inc,2105118336.0
AVYA,Avaya Holdings Corp,1196123904.0
AUBAP,Atlantic Un Bankshares 400 Dep Shs Repstg 1 Perp Prf  Shs Series A,
AUBN,Auburn National Bancorporation Inc,117682408.0
FWONK,Liberty Media Corp Series C,14285838336.0
AE,Adams Resources & Energy Inc,133698504.0
ANF,Abercrombie & Fitch Co Class A,2240536064.0
DDD,3D Systems Corp,2357039104.0
AFGD,American Financial Group 5 625 Subordinated Debenture,
COLD,Americold Realty Trust,7429441024.0
AEO,American Eagle Outfitters Inc,3822660864.0
ALRM,Alarm.com Holdings Inc,3547780608.0
ALX,Alexander's Inc,1302461056.0
VEL,Velocity Financial Inc,407860608.0
BGSX,Build Acquisition Corp Class A,243500000.0
VNET,VNET Group Inc ADR,1092540032.0
CHSCP,CHS 8 Cumulative Redeemable Pref Shs,
CMCT,Creative Media & Community Trust Corporation,175269744.0
VAL,Valaris Ltd,3083249920.0
BOTJ,Bank of the James,72295064.0
LCI,Lannett Company Inc,34167012.0
LEE,Lee Enterprises Inc,209065184.0
VET,Vermilion Energy Inc,2770460928.0
LCII,LCI Industries,3173467904.0
SKIN,Beauty Health Co Class A,1994701184.0
VPG,Vishay Precision Group Inc,429630944.0
MNSB,MainStreet Bancshares Inc,189034064.0
LNDC,Landec Corp,339398784.0
BSY,Bentley Systems Inc Class B,11019963392.0
POR,Portland General Electric Co,4535749120.0
STET,ST Energy Transition I Ltd Class A,
SGBX,SG Blocks Inc,23182664.0
SLG,SL Green Realty Corp,5143961088.0
PRCH,Porch Group Inc Class A,839428672.0
IPB,Merrill Lynch Depositor Corporate Backed Trust Certificates Series 2003-1 Exp,
SAIL,SailPoint Technologies Holdings Inc,3697905664.0
SALM,Salem Media Group Inc Class A,106592728.0
SANM,Sanmina Corp,2537089792.0
MOMO,Hello Group Inc ADR,2005644800.0
PSTG,Pure Storage Inc Class A,7590812672.0
QTWO,Q2 Holdings Inc,3589685504.0
RMBI,Richmond Mutual Bancorporation Inc,203140576.0
REV,Revlon Inc Class A,525866048.0
IAG,IAMGOLD Corp,1406855040.0
RELL,Richardson Electronics Ltd,157384864.0
RMCF,Rocky Mountain Chocolate Factory Inc (Delaware),49633400.0
ROIC,Retail Opportunity Investments Corp,2171060992.0
RCA,Ready Capital 7 Convertible Senior Notes Exp 15 Aug 2023,
RTLR,Rattler Midstream Partners Units,510794240.0
RNXT,RenovoRx Inc,32425666.0
RPAY,Repay Holdings Corp Class A,1601645568.0
SOFI,SoFi Technologies Inc,9595559936.0
HAE,Haemonetics Corp,2971767552.0
FOUR,Shift4 Payments Inc Class A,4555603456.0
SPNT,Siriuspoint Ltd,1339210752.0
MIDD,Middleby Corp,10535620608.0
EXPR,Express Inc,297973664.0
IART,Integra Lifesciences Holdings Corp,5543582208.0
PNFP,Pinnacle Financial Partners Inc,7499435520.0
NSIT,Insight Enterprises Inc,3312057856.0
IMKTA,Ingles Markets Inc Class A,1601797760.0
MCAAU,Mountain I Acquisition Units,
DRAYU,Macondray Capital Acquisition I Units,
LOVE,Lovesac Co,
MLR,Miller Industries Inc,337072096.0
MFGP,Micro Focus International PLC ADR,1953709440.0
MIR,Mirion Technologies Inc Class A,1795764992.0
MCW,Mister Car Wash Inc,4983435264.0
MSEX,Middlesex Water Co,1688635520.0
MBI,MBIA Inc,826975744.0
MBINP,Merchants Bancorp 7 Perp Pfd Fixed Fltg Perpetual Pref Shs Series A,463727648.0
MTAL,Metals Acquisition Corp Class A,318509024.0
MILE,Metromile Inc,191050784.0
MTRYU,Monterey Bio Acquisition Units,
MTR,Mesa Royalty Trust,14126012.0
LOAN,Manhattan Bridge Capital Inc,62704680.0
MNTV,Momentive Global Inc,2412698624.0
MANU,Manchester United PLC Class A,2202170624.0
MRIN,Marin Software Inc,48801060.0
MHLD,Maiden Holdings Ltd,226482752.0
FLWS,1-800-Flowers.Com Inc Class A,1014746880.0
INN,Summit Hotel Properties Inc,1035768192.0
SLF,Sun Life Financial Inc,31488724992.0
SHO,Sunstone Hotel Investors Inc,2496020992.0
TRHC,Tabula Rasa HealthCare Inc,208321472.0
SNCRL,Synchronoss Technologies 8 375 Senior Notes due 2026,
TRTX,TPG RE Finance Trust Inc,931510336.0
SRT,Startek Inc,199941568.0
TGH,Textainer Group Holdings Ltd,1878982912.0
TBLD,Thornburg Income Builder Opportunities Trust,
TCBX,Third Coast Bancshares Inc,316011072.0
TMBR,Timber Pharmaceuticals Inc,21537596.0
TOACU,Talon 1 Acquisition Units,
TNDM,Tandem Diabetes Care Inc,7313249280.0
TRNO,Terreno Realty Corp,5210353152.0
SASR,Sandy Spring Bancorp Inc,2145936640.0
SJT,San Juan Basin Royalty Units,310414592.0
SNFCA,Security National Financial Corp Class A,197540624.0
BFS,Saul Centers Inc,1092569984.0
SNDR,Schneider National Inc Class B,4645704192.0
SSB,SouthState Corp,6086209024.0
SVSVU,Spring Valley Acquisition Units,
SPRB,Spruce Biosciences Inc,50445668.0
SMBC,Southern Missouri Bancorp Inc,473735200.0
SMWB,Similarweb Ltd,1049430272.0
SSIC,Silver Spike Investment Corp,
SGHLU,Signal Hill Acquisition Units,
SNOA,Sonoma Pharmaceuticals Inc,10872822.0
XPL,Solitario Zinc Corp,37327304.0
SKIL,Skillsoft Corp Class A,834944576.0
WBT,Welbilt Inc,3376660480.0
WEBR,Weber Inc Class A,3044097536.0
VG,Vonage Holdings Corp,5253154816.0
WVE,WAVE Life Sciences Ltd,146492928.0
VVPR,VivoPower International PLC,54623452.0
WASH,Washington Trust Bancorp Inc,966013696.0
WD,Walker & Dunlop Inc,4465207808.0
VSAC,Vision Sensing Acquisition Corp Class A,129469224.0
WOR,Worthington Industries Inc,2769880064.0
WWACU,Worldwide Webb Acquisition Units,
WK,Workiva Inc Class A,5789564416.0
ZEPP,Zepp Health Corp ADR Class A,270700480.0
ZNGA,Zynga Inc Class A,10148831232.0
YMTX,Yumanity Therapeutics Inc,16390356.0
WING,Wingstop Inc,4671913472.0
WINT,Windtree Therapeutics Inc,28551588.0
WHG,Westwood Holdings Group Inc,141850080.0
WLL,Whiting Petroleum Corp,2753440000.0
VRDN,Viridian Therapeutics Inc,447044928.0
UWMC,UWM Holdings Corp Class A,7062748160.0
UCTT,Ultra Clean Holdings Inc,2190221824.0
UCBI,United Community Banks Inc,3820234752.0
UIS,Unisys Corp,1238286592.0
TMQ,Trilogy Metals Inc,
TCN,Tricon Residential Inc,4126435584.0
GTS,Triple-S Management Corp Class B,856403712.0
TWIN,Twin Disc Inc,158564336.0
VVI,Viad Corp,759415808.0
VRNS,Varonis Systems Inc,4401357312.0
VRNT,Verint Systems Inc,3428424192.0
UPLD,Upland Software Inc,548563008.0
USIO,Usio Inc,83165400.0
USER,UserTesting Inc,1352179200.0
UBP,Urstadt Biddle Properties Inc,781002432.0
NAAC,North Atlantic Acquisition Corp Class A,466305696.0
NVFY,Nova LifeStyle Inc,10097445.0
OEG,Orbital Energy Group Inc,90646992.0
PAR,PAR Technology Corp,1126168192.0
SEED,Origin Agritech Ltd,42019168.0
OFED,Oconee Federal Financial Corp,128266176.0
OVLY,Oak Valley Bancorp,153741600.0
OIIM,O2micro International Ltd ADR,115751008.0
NSL,Nuveen Senior Income Fund,224332816.0
OPBK,OP Bancorp,207024912.0
NYMT,New York Mortgage Trust Inc,1357843968.0
GRIL,Muscle Maker Inc,14258894.0
NEPH,Nephros Inc,48402564.0
NNI,Nelnet Inc Class A,3042907904.0
NGG,National Grid PLC ADR,53113630720.0
RICK,RCI Hospitality Holdings Inc,618444096.0
RDVT,Red Violet Inc,344718688.0
RPD,Rapid7 Inc,5522293248.0
RC,Ready Capital Corp,1045031936.0
RCC,Ready Capital 5.75% Senior Notes due 2026,
RDIB,Reading International Inc Class B,113834400.0
RRBI,Red River Bancshares Inc,379900832.0
RDFN,Redfin Corp,3151772160.0
ROCC,Ranger Oil Corp Class A,663016192.0
RLX,RLX Technology Inc ADR Class A,5356393984.0
RCG,RENN Fund,15117978.0
SKM,SK Telecom Co Ltd ADR,9887248384.0
SGH,SMART Global Holdings Inc.,667067968.0
RCII,Rent-A-Center Inc,2666111488.0
PFXNL,PhenixFIN 6 125 Senior Notes due 2023,
PMT,PennyMac Mortgage Investment Trust,1533676032.0
PSTH,Pershing Square Tontine Holdings Ltd Class A,3968000000.0
PCRX,Pacira Biosciences Inc,2865102336.0
PAAS,Pan American Silver Corp,5039098880.0
PBA,Pembina Pipeline Corp,18299006976.0
FNA,Paragon 28 Inc,1191448448.0
PFBC,Preferred Bank,1130885632.0
PRTG,Portage Biotech Inc,105414440.0
PAQCU,Provident Acquisition Units,
PRA,ProAssurance Corp,1257278080.0
PLD,Prologis Inc,107551596544.0
BPOPM,Popular Capital Trust II 6 125 Cumulative Monthly Income Pref Shs,
PCOM,Points.com Inc,265533568.0
DDT,Dillards Capital Trust I 7.50% Capital Securities Exp 01 Aug 2038,
APPS,Digital Turbine Inc,5024536064.0
DRH,Diamondrock Hospitality Co,2021952128.0
DM,Desktop Metal Inc Class A,1228505344.0
DS,Drive Shack Inc,123405160.0
DEI,Douglas Emmett Inc,5478672896.0
DLTH,Duluth Holdings Inc Class B,470809984.0
DSS,DSS Inc,29386366.0
DNN,Denison Mines Corp,1001128896.0
DEN,Denbury Inc,3345168896.0
EQX,Equinox Gold Corp,1939386752.0
ESPR,Esperion Therapeutics Inc,222464896.0
OZKAP,Bank OZK 4 625 Non Cumulative Perpetual Pref Shs Series A,
BAND,Bandwidth Inc Class A,1531911168.0
BDXB,Becton Dickinson and Co 20 Depository Shs Representing Mandatory Conv Pref Shs,
BSET,Bassett Furniture Industries Inc,161459312.0
BMA,Banco Macro SA ADR Class B,865844992.0
BW,Babcock & Wilcox Enterprises Inc,615900672.0
BV,Brightview Holdings Inc,1337091968.0
BHG,Bright Health Group Inc,1860540672.0
BYFC,Broadway Financial Corp,122723968.0
BEP,Brookfield Renewable Partners Non Voting Units,21831424000.0
CFBK,CF Bankshares Inc,139456368.0
BRY,Berry Corporation (Bry),724065152.0
BLPH,Bellerophon Therapeutics Inc,20819060.0
BOX,Box Inc Class A,3934398976.0
HYT,Blackrock Coporate High Yield Mutual Fund,1288948096.0
MYN,BlackRock MuniYield New York Quality Fund,491269696.0
AIN,Albany International Corp Class A,2870899456.0
ATSG,Air Transport Services Group Inc,2061256448.0
ALGM,Allegro Microsystems Inc,5256670208.0
ATEC,Alphatec Holdings Inc,1005838080.0
ASML,ASML Holding NV ADR,255229067264.0
ONEM,1Life Healthcare Inc,2074963328.0
AERI,Aerie Pharmaceuticals Inc,312559488.0
AEFC,Aegon Funding Company 5 10 Subordinated Notes due 2049,
ATCO,Atlas Corp,3870615296.0
AAWW,Atlas Air Worldwide Holdings Inc,2229663744.0
ATLC,Atlanticus Holdings Corp,1022453952.0
ASB,Associated Banc-Corp,3756352256.0
AMK,AssetMark Financial Holdings Inc,1735056256.0
ASPN,Aspen Aerogels Inc,886856000.0
AZRE,Azure Power Global Ltd,750121984.0
AVAH,Aveanna Healthcare Holdings Inc,907928512.0
RILYZ,B. Riley Financial 5 25 Senior Notes due 2028,
RILYG,B. Riley Financial 5 00 Senior Notes due 2026,
AEHL,Antelope Enterprise Holdings Ltd,7418062.0
ANNX,Annexon Inc,253273680.0
ABR,Arbor Realty Trust Inc,2520975616.0
AQMS,Aqua Metals Inc,65403244.0
APP,Applovin Corp Class A,26554720256.0
AMPY,Amplify Energy Corp,173766032.0
ARVL,Arrival SA,2393507072.0
AFI,Armstrong Flooring Inc,30827348.0
YOU,Clear Secure Inc Class A,2089872000.0
CIO,City Office REIT Inc,767864064.0
COLM,Columbia Sportswear Co,6264754688.0
CIM,Chimera Investment Corp,3115037440.0
CHS,Chico's FAS Inc,555115264.0
CRUS,Cirrus Logic Inc,4690294272.0
CBRL,Cracker Barrel Old Country Store Inc,2973638656.0
COWNL,Cowen 7 75 Senior Notes Exp 2033,
CORR,CorEnergy Infrastructure Trust Inc,51587796.0
CVT,Cvent Holding Corp,3189967104.0
CYXT,Cyxtera Technologies Inc Class A,1872243200.0
CELP,Cypress Environmental Partners Units,11413696.0
CNOB,ConnectOne Bancorp Inc,1278755072.0
SAVA,Cassava Sciences Inc,1948818176.0
CASS,Cass Information Systems Inc,581279104.0
CDR,Cedar Realty Trust Inc,295205568.0
CAKE,Cheesecake Factory Inc,2119121024.0
CTHR,Charles & Colvard Ltd,55051148.0
CHRB,Charah Solutions 8 50 Senior Notes due 2026,
CHNGU,Change Healthcare Tangible Equity Units,
CCF,Chase Corp,873885184.0
ELY,Callaway Golf Co,4389930496.0
CSIQ,Canadian Solar Inc,1641534336.0
GKOS,Glaukos Corp,2522692608.0
LANDO,Gladstone Land 6 00 Cum Redmabe Prf Shs Series B,
GOODO,Gladstone Commercial 6 00 Cum Red Prf Shs Series G,
GOL,Gol Linhas Aereas Inteligentes SA ADR,1386323584.0
SUPV,Grupo Supervielle SA ADR Class B,338285376.0
GRVI,Grove Inc,77467944.0
HRZN,Horizon Technology Finance Corp,322136960.0
AJX,Great Ajax Corp,285353184.0
GWB,Great Western Bancorp Inc,1702059264.0
GPRE,Green Plains Inc,1442804352.0
GLSI,Greenwich Lifesciences Inc,254593952.0
GCBC,Greene County Bancorp Inc,329468960.0
HBB,Hamilton Beach Brands Holding Co Class A,184141616.0
GRAB,Grab Holdings Ltd Class A,22147254272.0
AJXA,Great Ajax 7 25 Convertible Senior Notes Expiry 2024,
GPMT,Granite Point Mortgage Trust Inc,608359296.0
KTCC,Key Tronic Corp,63818064.0
RJAC,Jackson Acquisition Co Class A,
BTO,John Hancock Financial Opportunities Fund,835816576.0
JBSS,John B Sanfilippo & Son Inc,930061696.0
JSPR,Jasper Therapeutics Inc,172232064.0
LILAK,Liberty Latin America Ltd Class C,2557808128.0
LIN,Linde PLC,150440017920.0
LOB,Live Oak Bancshares Inc,2746862080.0
LIVN,LivaNova PLC,3906751744.0
LAC,Lithium Americas Corp,3301893888.0
LAAAU,Lakeshore Acquisition I Units,
LKFN,Lakeland Financial Corp,2054294912.0
LSBK,Lake Shore Bancorp Inc,84596568.0
LGTO,Legato Merger II Corp,355159808.0
LZ,LegalZoom.com Inc,3172488960.0
LAZY,Lazydays Holdings Inc,212932112.0
INVZ,Innoviz Technologies Ltd,530765184.0
HDSN,Hudson Technologies Inc,156532128.0
IRCP,IRSA Propiedades Comerciales SA ADR,317978496.0
HTLF,Heartland Financial USA Inc,2128645760.0
HFWA,Heritage Financial Corp,895693248.0
HZN,Horizon Global Corp,142163184.0
HMN,Horace Mann Educators Corp,1662823040.0
HILS,Hillstream BioPharma Inc,
INFA,Informatica Inc Class A,7261020160.0
INCR,InterCure Ltd,312708288.0
IHG,InterContinental Hotels Group PLC ADR,12723321856.0
IFS,Intercorp Financial Services Inc,3670292224.0
ITIC,Investors Title Co,373634112.0
IVR,Invesco Mortgage Capital Inc,776235072.0
ITRI,Itron Inc,2530721536.0
IMPPP,Imperial Petroleum 8.75 Cumulative Redeemable Perpetual Pref Shs Series A,
INDB,Independent Bank Corp (Massachusetts),4018112512.0
IOR,Income Opportunity Realty Investors Inc,62484464.0
INDO,Indonesia Energy Corp Ltd,37214800.0
IGC,India Globalization Capital Inc,51054000.0
FCRD,First Eagle Alternative Capital BDC Inc,134589008.0
FCAP,First Capital Inc,136135648.0
FA,First Advantage Corp,2621806336.0
FVRR,Fiverr International Ltd,3004113920.0
FLT,Fleetcor Technologies Inc,19036344320.0
FBC,Flagstar Bancorp Inc,2388377344.0
FCN,FTI Consulting Inc,5057553920.0
FCX,Freeport-McMoRan Inc,62336552960.0
FRGAP,Franchise Group 7.50 Cumulative Perpetual Pref Shs Series A,
LULU,Lululemon Athletica Inc,40553340928.0
WOOF,Petco Health and Wellness Company Inc Class A,5079373312.0
QTNT,Quotient Ltd,144233120.0
ODP,ODP Corp,2217848320.0
OLLI,Ollie's Bargain Outlet Holdings Inc,2855779584.0
ONEW,OneWater Marine Inc Class A,669116096.0
ULTA,Ulta Beauty Inc,19626690560.0
URBN,Urban Outfitters Inc,2700616960.0
WMK,Weis Markets Inc,1645913088.0
WINA,Winmark Corp,752727680.0
YNDX,Yandex NV Class A,16200146944.0
ZUMZ,Zumiez Inc,998580800.0
SFIX,Stitch Fix Inc Class A,1563456000.0
RVLV,Revolve Group Inc Class A,4278489088.0
RKT,Rocket Companies Inc Class A,24404043776.0
SFT,Shift Technologies Inc Class A,151232144.0
SCVL,Shoe Carnival Inc,882982144.0
SIG,Signet Jewelers Ltd,4122509056.0
BOOT,Boot Barn Holdings Inc,2438893312.0
CWH,Camping World Holdings Inc Class A,1471636864.0
BGFV,Big 5 Sporting Goods Corp,386423040.0
BJRI,BJ's Restaurants Inc,801647296.0
ASO,Academy Sports and Outdoors Inc,3039406592.0
CRMT,America's CAR-MART Inc,616658880.0
CTRN,Citi Trends Inc,375208960.0
GO,Grocery Outlet Holding Corp,2509884416.0
HIBB,Hibbett Inc,742885760.0
LQDT,Liquidity Services Inc,581344192.0
GCO,Genesco Inc,952535488.0
DBI,Designer Brands Inc Class A,933795136.0
FTCH,Farfetch Ltd Class A,7058493440.0
AVLR,Avalara Inc,8627272704.0
WOLF,Wolfspeed Inc,11991717888.0
CFLT,Confluent Inc Class A,14363583488.0
GDYN,Grid Dynamics Holdings Inc Class A,1416618752.0
JKHY,Jack Henry & Associates Inc,12600296448.0
DCT,Duck Creek Technologies Inc,3205491968.0
NCNO,nCino Inc,4493042176.0
IRBT,iRobot Corp,1732879488.0
FARO,FARO Technologies Inc,974995584.0
TSEM,Tower Semiconductor Ltd,3594240768.0
ONTO,Onto Innovation Inc,4293626880.0
WEX,WEX Inc,8208950272.0
PCTY,Paylocity Holding Corp,11178042368.0
PAYO,Payoneer Global Inc,1627238528.0
PING,Ping Identity Holding Corp,1737682304.0
PCOR,Procore Technologies Inc,8825093120.0
XM,Qualtrics International Inc Class A,17017418752.0
SUMO,Sumo Logic Inc,1339567872.0
TDC,Teradata Corp,5362070016.0
TENB,Tenable Holdings Inc,5394813440.0
NNDM,Nano Dimension Ltd ADR,964398592.0
CRNC,Cerence Inc,1680845824.0
TEAM,Atlassian Corporation PLC Class A,80943824896.0
CNXC,Concentrix Corp,10581136384.0
EPAY,Bottomline Technologies Inc,2559530496.0
ALTR,Altair Engineering Inc Class A,4773355520.0
ACLS,Axcelis Technologies Inc,2198245632.0
LAW,CS Disco Inc,2169573888.0
APPN,Appian Corp Class A,3864536064.0
AIMC,Altra Industrial Motion Corp,3134967552.0
SWI,SolarWinds Corp,2152487680.0
SITM,SiTime Corp,4041122048.0
SMCI,Super Micro Computer Inc,1944455680.0
SKLZ,Skillz Inc Class A,1619966464.0
SSYS,Stratasys Ltd,1702141952.0
SRGA,Surgalign Holdings Inc,48177120.0
SMTC,Semtech Corp,4415854080.0
AZPN,Aspen Technology Inc,9485057024.0
POWI,Power Integrations Inc,5121558016.0
PAYA,Paya Holdings Inc Class A,831726016.0
PAY,Paymentus Holdings Inc Class A,3538277888.0
PLXS,Plexus Corp,2249451008.0
AVID,Avid Technology Inc,1367318144.0
PL,Planet Labs PBC Class A,1484254976.0
RMBS,Rambus Inc,2877393152.0
SPSC,SPS Commerce Inc,4617803264.0
XPER,Xperi Holding Corp,1717427968.0
ACST,Acasti Pharma Inc Class A,54812892.0
VUZI,Vuzix Corp,389425984.0
WMG,Warner Music Group Corp Class A,19320825856.0
YELP,Yelp Inc,2622734592.0
PLUS,ePlus inc,1230349696.0
AGL,agilon health inc,8188023808.0
ACMR,ACM Research Inc Class A,1566086144.0
AEIS,Advanced Energy Industries Inc,3099454720.0
VIRT,Virtu Financial Inc Class A,3953880064.0
ALKT,Alkami Technology Inc,1365411072.0
TW,Tradeweb Markets Inc Class A,19175133184.0
ALHC,Alignment Healthcare Inc,1449252992.0
ALIT,Alight Inc Class A,4925239808.0
TEL,TE Connectivity Ltd,46729781248.0
TTEC,TTEC Holdings Inc,3594203904.0
TWKS,Thoughtworks Holding Inc,6874286080.0
VRRM,Verra Mobility Corp Class A,2612511232.0
VLDR,Velodyne Lidar Inc,774001216.0
RBOT,Vicarious Surgical Inc Class A,657176960.0
VIPS,Vipshop Holdings Ltd ADR,6558771200.0
VECO,Veeco Instruments Inc,1378759168.0
OLED,Universal Display Corp,6667815424.0
AEVA,Aeva Technologies Inc,1093580928.0
PODD,Insulet Corp,16935609344.0
GDOT,Green Dot Corp Class A,1762442752.0
GRMN,Garmin Ltd,23224805376.0
FLYW,Flywire Corp,3047264000.0
ICHR,Ichor Holdings Ltd,1096652928.0
CHKP,Check Point Software Technologies Ltd,17221242880.0
DSGX,Descartes Systems Group Inc,6015769088.0
MSP,Datto Holding Corp,3998549760.0
DIOD,Diodes Inc,3975972096.0
DLB,Dolby Laboratories Inc Class A,7673228288.0
DFIN,Donnelley Financial Solutions Inc,1200136960.0
DH,Definitive Healthcare Corp Class A,2336658176.0
CRDO,Credo Technology Group Holding Ltd,
DADA,Dada Nexus Ltd ADR,2358034432.0
DQ,Daqo New Energy Corp ADR,2808219648.0
ETWO,E2open Parent Holdings Inc Class A,2742018304.0
FN,Fabrinet,3683340800.0
CD,Chindata Group Holdings Ltd ADR,1766592512.0
DAVA,Endava PLC ADR Class A,7837240320.0
ESMT,EngageSmart Inc,3602497792.0
NVEC,NVE Corp,267954272.0
BDC,Belden Inc,2513417984.0
BLND,Blend Labs Inc Class A,2163415552.0
CASH,Meta Financial Group Inc,1732710912.0
MEI,Methode Electronics Inc,1677845888.0
BB,BlackBerry Ltd,3958364672.0
BNGO,Bionano Genomics Inc,
MIME,Mimecast Ltd,5295523328.0
OSPN,OneSpan Inc,656233536.0
BMI,Badger Meter Inc,3003369472.0
LPRO,Open Lending Corp Class A,2361014784.0
CRSR,Corsair Gaming Inc,1954807552.0
OXM,Oxford Industries Inc,1443690880.0
BTRS,BTRS Holdings Inc,1002858432.0
PAGS,PagSeguro Digital Ltd Class A,5675916800.0
EDU,New Oriental Education & Technology Group Inc ADR,2542350336.0
NVMI,Nova Ltd,3189708800.0
BZ,Kanzhun Ltd ADR,13455410176.0
KN,Knowles Corp,1996509824.0
KLIC,Kulicke and Soffa Industries Inc,3168494848.0
CLS,Celestica Inc,1488414592.0
CZOO,Cazoo Group Ltd Class A,3414774784.0
JBL,Jabil Inc,8706184192.0
MTLS,Materialise NV ADR,1195981696.0
CCCS,CCC Intelligent Solutions Holdings Inc,6169783808.0
LTCH,Latch Inc,776521216.0
LQDA,Liquidia Corp,311868000.0
QFIN,360 DigiTech Inc ADR,3190118400.0
BE,Bloom Energy Corp Class A,3072391936.0
NIO,NIO Inc ADR Class A,37839663104.0
BLDP,Ballard Power Systems Inc,2761978624.0
ORA,Ormat Technologies Inc,3750420480.0
MASI,Masimo Corp,12402241536.0
NKLA,Nikola Corp,3263217920.0
WKHS,Workhorse Group Inc,497595360.0
GLBS,Globus Maritime Ltd,41977896.0
AQUA,Evoqua Water Technologies Corp,5241916928.0
BLNK,Blink Charging Co,1003518400.0
LI,Li Auto Inc ADR,29415854080.0
JKS,JinkoSolar Holding Co Ltd ADR,1870964992.0
BFLY,Butterfly Network Inc Class A,1108584320.0
LTHM,Livent Corp,3693604864.0
CGNT,Cognyte Software Ltd,651337216.0
JMIA,Jumia Technologies AG ADR,872544576.0
CHPT,ChargePoint Holdings Inc Class A,4429141504.0
GILT,Gilat Satellite Networks Ltd,452879008.0
CMG,Chipotle Mexican Grill Inc,43840487424.0
TPIC,TPI Composites Inc,382569600.0
TSP,TuSimple Holdings Inc Class A,3670455296.0
MASS,908 Devices Inc.,448981568.0
MDRX,Allscripts Healthcare Solutions Inc,2555626240.0
VC,Visteon Corp,2734707968.0
HASI,Hannon Armstrong Sustainable Infrastructure Capital Inc,3363805696.0
VIEW,View Inc Class A,564400128.0
EMAN,eMagin Corp,85762040.0
IRTC,iRhythm Technologies Inc,3636158464.0
INDI,indie Semiconductor Inc Class A,1054859520.0
ITRN,Ituran Location and Control Ltd,465466496.0
STEM,Stem Inc,1521469056.0
SOHU,Sohu.com Ltd ADR,711837120.0
SCHN,Schnitzer Steel Industries Inc Class A,1118234496.0
SHLS,Shoals Technologies Group Inc Class A,1436642176.0
NXGN,NextGen Healthcare Inc,1280896000.0
SMPL,Simply Good Foods Co,3577199360.0
LC,LendingClub Corp,1729798528.0
EOSE,Eos Energy Enterprises Inc Class A,164855312.0
KOPN,Kopin Corp,252601152.0
KNDI,Kandi Technologies Group Inc,247632336.0
TTEK,Tetra Tech Inc,8158264320.0
RMO,Romeo Power Inc Class A,269617376.0
BNED,Barnes & Noble Education Inc,302599264.0
ASXC,Asensus Surgical Inc,183043680.0
GOEV,Canoo Inc Class A,1420758912.0
AXDX,Accelerate Diagnostics Inc,189487168.0
CNM,Core & Main Inc Class A,3527877120.0
BEPC,Brookfield Renewable Corp Class A,5956903424.0
ERII,Energy Recovery Inc,1079355008.0
ARES,Ares Management Corp Class A,13729992704.0
SCU,Sculptor Capital Management Inc Class A,406067360.0
ENTX,Entera Bio Ltd,61022924.0
STAA,STAAR Surgical Co,3437217536.0
SPNS,Sapiens International Corporation NV,1660773248.0
SPNE,SeaSpine Holdings Corp,432564160.0
SLP,Simulations Plus Inc,799087808.0
SKX,Skechers USA Inc Class A,7315175936.0
SDC,SmileDirectClub Inc Class A,857723136.0
SNPO,Snap One Holdings Corp,1448726656.0
SGFY,Signify Health Inc Class A,2251261184.0
SENS,Senseonics Holdings Inc,941024128.0
AUDC,AudioCodes Ltd,924840000.0
SWAV,Shockwave Medical Inc,5174580736.0
SMTS,Sierra Metals Inc,216539392.0
SGHT,Sight Sciences Inc,788142912.0
SPXC,SPX Corp,2336065280.0
BBAR,Banco Bbva Argentina SA ADR,641250816.0
PYPD,PolyPid Ltd,96033792.0
PRVA,Privia Health Group Inc,2460126976.0
PTRA,Proterra Inc,1809765120.0
PUK,Prudential PLC ADR,45337186304.0
LUNG,Pulmonx Corp,1001644288.0
QIWI,Qiwi PLC ADR Class B,455923520.0
BLDE,Blade Air Mobility Inc Class A,471998240.0
PERI,Perion Network Ltd,965827840.0
QD,Qudian Inc ADR Class A,237877408.0
RMD,Resmed Inc,34163185664.0
RSKD,Riskified Ltd Class A,1181382016.0
RIVN,Rivian Automotive Inc Class A,55345012736.0
QDEL,Quidel Corp,3851777280.0
