sector,stock_names,etf_names
Theme Investing,Union Pacific Corporation,13
Theme Investing,Uniper SE,2
Theme Investing,"Unison Co., Ltd",3
Theme Investing,"Unisplendour Co., Ltd. Class A",1
Theme Investing,Unisys Corporation,1
Theme Investing,"United Airlines Holdings, Inc.",2
Theme Investing,United Breweries Limited,1
Theme Investing,United Company RUSAL international PJSC,4
Theme Investing,United Internet AG,2
Theme Investing,United Microelectronics Corp.,5
Theme Investing,United Overseas Bank Ltd. (Singapore),2
Theme Investing,"United Parcel Service, Inc. Class B",9
Theme Investing,United Plantations Bhd.,1
Theme Investing,"United Renewable Energy Co., Ltd.",4
Theme Investing,"United Rentals, Inc.",5
Theme Investing,United Spirits Limited,2
Theme Investing,United States Cellular Corp,1
Theme Investing,United States Steel Corporation,4
Theme Investing,United Therapeutics Corporation,2
Theme Investing,United Utilities Group PLC,14
Theme Investing,UnitedHealth Group Incorporated,12
Theme Investing,Uniti Group Inc.,1
Theme Investing,Unitil Corporation,2
Theme Investing,"Unity Software, Inc.",27
Theme Investing,Univar Solutions Inc.,1
Theme Investing,Universal Corp,2
Theme Investing,Universal Display Corporation,8
Theme Investing,Universal Electronics Inc.,2
Theme Investing,"Universal Health Services, Inc. Class B",5
Theme Investing,Universal Music Group N.V.,1
Theme Investing,Universal Robina Corp.,1
Theme Investing,"Universal Scientific Industrial (Shanghai) Co., Ltd. Class A",1
Theme Investing,Unum Group,2
Theme Investing,UpHealth Inc,1
Theme Investing,"Upland Software, Inc.",1
Theme Investing,Uponor Oyj Class A,1
Theme Investing,"Upstart Holdings, Inc.",13
Theme Investing,"Upwork, Inc.",3
Theme Investing,Ur-Energy Inc.,2
Theme Investing,Uranium Energy Corp.,3
Theme Investing,Uranium Royalty Corp,2
Theme Investing,"Urban Outfitters, Inc.",2
Theme Investing,UroGen Pharma Ltd.,1
Theme Investing,"UserTesting, Inc.",2
Theme Investing,Usinas Siderurgicas de Minas Gerais SA-Usiminas Pfd A,1
Theme Investing,Uxin Ltd. Sponsored ADR,2
Theme Investing,"V-cube, Inc.",1
Theme Investing,V.F. Corporation,11
Theme Investing,VAT Group AG,2
Theme Investing,"VBI Vaccines, Inc.",1
Theme Investing,VERBIO Vereinigte BioEnergie AG,6
Theme Investing,VERBUND AG Class A,13
Theme Investing,"VIA Technologies, Inc.",2
Theme Investing,VICI Properties Inc,6
Theme Investing,VINCI SA,4
Theme Investing,"VITZROCELL Co., Ltd.",1
Theme Investing,VK Company Limited Sponsored GDR,8
Theme Investing,"VMware, Inc. Class A",25
Theme Investing,"VNET Group, Inc. Sponsored ADR",4
Theme Investing,VSTECS Holdings Limited,1
Theme Investing,VTB Bank PJSC,1
Theme Investing,VTB Bank PJSC Sponsored GDR RegS,1
Theme Investing,VTEX Class A,3
Theme Investing,"Vail Resorts, Inc.",4
Theme Investing,Vale S.A.,3
Theme Investing,Vale S.A. Sponsored ADR,5
Theme Investing,Valens Company Inc,8
Theme Investing,Valeo SE,5
Theme Investing,Valero Energy Corporation,5
Theme Investing,Valmet Corp,4
Theme Investing,"Valmont Industries, Inc.",11
Theme Investing,Valneva SE,1
Theme Investing,Value Partners Group Limited,1
Theme Investing,"Valvoline, Inc.",1
Theme Investing,VanEck Video Gaming and eSports ETF,1
Theme Investing,Vanguard International Semiconductor Corp,2
Theme Investing,Vantage Towers AG,1
Theme Investing,"Vapotherm, Inc.",1
Theme Investing,Varex Imaging Corporation,2
Theme Investing,"Varonis Systems, Inc.",14
Theme Investing,Varta AG,4
Theme Investing,Varun Beverages Ltd.,1
Theme Investing,"Vaxart, Inc.",3
Theme Investing,Vector Group Ltd.,2
Theme Investing,Vectrus Inc,2
Theme Investing,Vedanta Limited,1
Theme Investing,Veeco Instruments Inc.,2
Theme Investing,Veeva Systems Inc Class A,13
Theme Investing,Veg of Lund AB,1
Theme Investing,Veganz Group AG,1
Theme Investing,"Velo3D, Inc.",5
Theme Investing,Velodyne Lidar Inc.,9
Theme Investing,"Ventas, Inc.",11
Theme Investing,"Venus Medtech (Hangzhou), Inc. Class H",1
Theme Investing,"Venustech Group, Inc. Class A",1
Theme Investing,Veolia Environnement SA,9
Theme Investing,"Veoneer, Inc.",6
Theme Investing,"Veoneer, Inc. Shs Swedish Depository Receipt",1
Theme Investing,Veracyte Inc,8
Theme Investing,"VeriSign, Inc.",10
Theme Investing,Vericel Corporation,2
Theme Investing,Verint Systems Inc.,4
Theme Investing,"Veris Residential, Inc.",1
Theme Investing,Verisk Analytics Inc,11
Theme Investing,"Veritone, Inc.",6
Theme Investing,Verizon Communications Inc.,19
Theme Investing,Vermilion Energy Inc.,1
Theme Investing,Verra Mobility Corp. Class A,1
Theme Investing,"Vertex Energy, Inc.",1
Theme Investing,Vertex Pharmaceuticals Incorporated,15
Theme Investing,"Vertex, Inc. Class A",1
Theme Investing,Vertiv Holdings Co. Class A,1
Theme Investing,"Verve Therapeutics, Inc.",2
Theme Investing,Very Good Food Company Inc,1
Theme Investing,Vestas Wind Systems A/S,26
Theme Investing,Via SA,2
Theme Investing,"ViaSat, Inc.",9
Theme Investing,"Viatris, Inc.",4
Theme Investing,Viavi Solutions Inc,4
Theme Investing,Vibra Energia SA,1
Theme Investing,Vicarious Surgical Inc Class A,4
Theme Investing,Vicinity Centres,3
Theme Investing,Vicor Corporation,3
Theme Investing,Victoria's Secret & Company,3
Theme Investing,View Inc. Class A,4
Theme Investing,Vifor Pharma AG,2
Theme Investing,"Village Farms International, Inc.",7
Theme Investing,Vilmorin & Cie SA,1
Theme Investing,"Vimeo, Inc.",8
Theme Investing,Vimian Group AB,1
Theme Investing,Vimy Resources Limited,2
Theme Investing,Vinati Organics Limited,1
Theme Investing,Vinci Partners Investments Ltd. Class A,1
Theme Investing,"Vinco Ventures, Inc.",1
Theme Investing,Vipshop Holdings Ltd Sponsored ADR,9
Theme Investing,"Vir Biotechnology, Inc.",3
Theme Investing,Virbac SA,1
Theme Investing,Virgin Galactic Holdings Inc,5
Theme Investing,VirnetX Holding Corporation,1
Theme Investing,"Virtu Financial, Inc. Class A",3
Theme Investing,Visa Inc. Class A,29
Theme Investing,"VisasQ, Inc.",1
Theme Investing,"Vishay Intertechnology, Inc.",1
Theme Investing,Visteon Corporation,7
Theme Investing,Vistra Corp.,2
Theme Investing,"Vita Coco Company, Inc.",2
Theme Investing,"Vital Farms, Inc.",2
Theme Investing,Vitasoy International Holdings Limited,3
Theme Investing,Vitesco Technologies Group AG,3
Theme Investing,Vitrolife AB,1
Theme Investing,Vivendi SE,5
Theme Investing,"Vivint Smart Home, Inc. Class A",5
Theme Investing,"Vocera Communications, Inc.",1
Theme Investing,Vodacom Group Limited,3
Theme Investing,Vodafone Group Plc,7
Theme Investing,Vodafone Group Plc Sponsored ADR,3
Theme Investing,"Volcon, Inc.",1
Theme Investing,Volkswagen AG,3
Theme Investing,Volkswagen AG Pref,10
Theme Investing,Volta Inc. Class A,4
Theme Investing,Voltalia SA,2
Theme Investing,Voltas Limited,1
Theme Investing,Voltronic Power Technology Corp.,1
Theme Investing,Volvo AB Class B,6
Theme Investing,Vonage Holdings Corp.,4
Theme Investing,Vonovia SE,3
Theme Investing,Vontier Corp,4
Theme Investing,Vontobel Holding AG,1
Theme Investing,Vornado Realty Trust,6
Theme Investing,Vow ASA,2
Theme Investing,"Voya Financial, Inc.",3
Theme Investing,Voyager Digital Ltd.,10
Theme Investing,"Vroom, Inc.",3
Theme Investing,Vulcan Energy Resources Ltd.,2
Theme Investing,Vulcan Materials Company,6
Theme Investing,Vuzix Corporation,5
Theme Investing,W-SCOPE Corporation.,1
Theme Investing,W. P. Carey Inc.,4
Theme Investing,W. R. Berkley Corporation,2
Theme Investing,"W.W. Grainger, Inc.",8
Theme Investing,WEC Energy Group Inc,7
Theme Investing,WEG S.A.,4
Theme Investing,WELL Health Technologies Corp.,1
Theme Investing,"WESCO International, Inc.",2
Theme Investing,WEX Inc.,5
Theme Investing,WH Group Ltd. (HK),2
Theme Investing,WHA Utilities and Power Public Company Ltd NVDR,1
Theme Investing,WISeKey International Holding Ltd. Class B,1
Theme Investing,"WM Technology, Inc. Class A",5
Theme Investing,"WONIK IPS CO., LTD.",1
Theme Investing,WPG Holding Co Ltd,2
Theme Investing,WPP Plc,3
Theme Investing,WSP Global Inc.,3
Theme Investing,"WUS PRINTED CIRCUIT (KUNSHAN) CO., LTD. Class A",1
Theme Investing,"WW International, Inc.",3
Theme Investing,Wabash National Corporation,1
Theme Investing,Wacker Chemie AG,2
Theme Investing,Wal-Mart de Mexico SAB de CV,4
Theme Investing,Walgreens Boots Alliance Inc,8
Theme Investing,WalkMe Ltd.,1
Theme Investing,"Walker & Dunlop, Inc.",1
Theme Investing,Wallbox N.V. Class A,3
Theme Investing,Wallenius Wilhelmsen ASA,1
Theme Investing,Walmart Inc.,17
Theme Investing,Walsin Lihwa Corporation,1
Theme Investing,Walsin Technology Corporation,1
Theme Investing,Walt Disney Company,22
Theme Investing,"Walvax Biotechnology Co., Ltd. Class A",1
Theme Investing,Wan Hai Lines Ltd.,1
Theme Investing,Wanhua Chemical Group Co. Ltd. Class A,1
Theme Investing,Want Want China Holdings Limited,3
Theme Investing,"Warby Parker, Inc. Class A",2
Theme Investing,Warner Music Group Corp. Class A,3
Theme Investing,Wartsila Oyj Abp,6
Theme Investing,Washington H. Soul Pattinson and Co. Ltd.,1
Theme Investing,Washington Real Estate Investment Trust,1
Theme Investing,Wasion Holdings Limited,1
Theme Investing,"Waste Connections, Inc.",4
Theme Investing,"Waste Management, Inc.",8
Theme Investing,Watches of Switzerland Group PLC,1
Theme Investing,Waters Corporation,11
Theme Investing,"Watsco, Inc.",2
Theme Investing,"Watts Water Technologies, Inc. Class A",7
Theme Investing,Wave Life Sciences Ltd.,1
Theme Investing,"Wayfair, Inc. Class A",18
Theme Investing,WeWork Inc. Class A,2
Theme Investing,"WealthNavi, Inc.",2
Theme Investing,Weathernews Inc.,1
Theme Investing,"Weave Communications, Inc.",1
Theme Investing,Webzen Inc.,4
Theme Investing,Weibo Corp Sponsored ADR Class A,12
Theme Investing,"Weichai Power Co., Ltd. Class A",2
Theme Investing,"Weichai Power Co., Ltd. Class H",1
Theme Investing,"Weihai Guangwei Composites Co., Ltd. Class A",1
Theme Investing,"Weimob, Inc.",8
Theme Investing,"Weis Markets, Inc.",2
Theme Investing,"Welcia Holdings Co., Ltd.",1
Theme Investing,Wells Fargo & Company,8
Theme Investing,"Welltower, Inc.",10
Theme Investing,"Wemade Co., Ltd.",4
Theme Investing,Wemade Max Co. Ltd.,1
Theme Investing,"Wen's Foodstuff Group Co., Ltd. Class A",2
Theme Investing,Wereldhave N.V.,1
Theme Investing,"Werner Enterprises, Inc.",1
Theme Investing,Wesfarmers Limited,3
Theme Investing,West Fraser Timber Co. Ltd.,13
Theme Investing,West Holdings Corporation,7
Theme Investing,West Japan Railway Company,2
Theme Investing,"West Pharmaceutical Services, Inc.",7
Theme Investing,WestRock Company,7
Theme Investing,Western Areas Limited,2
Theme Investing,Western Digital Corporation,9
Theme Investing,Western Forest Products Inc.,1
Theme Investing,"Western Midstream Partners, LP",1
Theme Investing,"Western Securities Co., Ltd. Class A",1
Theme Investing,Western Union Company,7
Theme Investing,Western Uranium & Vanadium Corp.,2
Theme Investing,Westinghouse Air Brake Technologies Corporation,7
Theme Investing,Westlake Chemical Corporation,2
Theme Investing,Westpac Banking Corporation,4
Theme Investing,Westports Holdings Bhd.,2
Theme Investing,Westshore Terminals Investment Corporation,5
Theme Investing,Weyerhaeuser Company,15
Theme Investing,Wharf (Holdings) Ltd.,1
Theme Investing,Wharf Real Estate Investment Co. Ltd.,1
Theme Investing,Wheaton Precious Metals Corp,10
Theme Investing,Whirlpool Corporation,7
Theme Investing,Whirlpool Of India Limited,1
Theme Investing,Whitbread PLC,3
Theme Investing,Whiting Petroleum Corporation,1
Theme Investing,Will Semiconductor Ltd. Class A,2
Theme Investing,WillScot Mobile Mini Holdings Corp. Class A,1
Theme Investing,"Willdan Group, Inc.",2
Theme Investing,"Williams Companies, Inc.",14
Theme Investing,"Williams-Sonoma, Inc.",8
Theme Investing,Willis Towers Watson Public Limited Company,6
Theme Investing,Willow Biosciences Inc.,1
Theme Investing,Wilmar International Limited,8
Theme Investing,Win Semiconductors Corp.,2
Theme Investing,Winbond Electronics Corp.,2
Theme Investing,WingArc1st Inc.,1
Theme Investing,"Wingstop, Inc.",1
Theme Investing,"Wingtech Technology Co., Ltd. Class A",2
Theme Investing,Winmark Corporation,1
Theme Investing,"Winnebago Industries, Inc.",1
Theme Investing,"Winning Health Technology Group Co.,Ltd. Class A",1
Theme Investing,Wipro Limited,2
Theme Investing,Wipro Limited Sponsored ADR,4
Theme Investing,"WisdomTree Investments, Inc.",2
Theme Investing,Wise PLC Class A,2
Theme Investing,Wisetech Global Ltd.,2
Theme Investing,Wistron Corporation,1
Theme Investing,Wiwynn Corp.,1
Theme Investing,Wix.com Ltd.,9
Theme Investing,Wolfspeed Inc,11
Theme Investing,Wolters Kluwer NV,4
Theme Investing,Woodside Petroleum Ltd,4
Theme Investing,"Woodward, Inc.",2
Theme Investing,Woolworths Group Ltd,2
Theme Investing,Woolworths Holdings Limited,1
Theme Investing,"Woori Financial Group, Inc.",2
Theme Investing,"Workday, Inc. Class A",27
Theme Investing,Workhorse Group Inc.,12
Theme Investing,Workiva Inc. Class A,4
Theme Investing,World Acceptance Corporation,1
Theme Investing,World Fuel Services Corporation,2
Theme Investing,"World Wrestling Entertainment, Inc. Class A",2
Theme Investing,Worldline SA,6
Theme Investing,"Worthington Industries, Inc.",1
Theme Investing,"Wrap Technologies, Inc.",1
Theme Investing,"WuXi AppTec Co., Ltd. Class A",1
Theme Investing,"WuXi AppTec Co., Ltd. Class H",3
Theme Investing,Wuhan Guide Infrared Co. Ltd. Class A,1
Theme Investing,"Wuhu Sanqi Interactive Entertainment Network Technology Group Co., Ltd. Class A",2
Theme Investing,"Wuhu Token Science Co., Ltd. Class A",1
Theme Investing,"Wuliangye Yibin Co., Ltd. Class A",3
Theme Investing,Wuxi Biologics (Cayman) Inc.,4
Theme Investing,Wuxi Lead Intelligent Equipment Co. Ltd. Class A,6
Theme Investing,"Wuxi Shangji Automation Co., Ltd. Class A",2
Theme Investing,"Wyndham Hotels & Resorts, Inc.",1
Theme Investing,"Wynn Resorts, Limited",4
Theme Investing,"Wysiwyg Studios Co., Ltd.",1
Theme Investing,"XCMG Construction Machinery Co., Ltd. Class A",2
Theme Investing,"XD, Inc.",5
Theme Investing,XL Fleet Corp. Class A,2
Theme Investing,XP Inc. BDR,1
Theme Investing,XP Inc. Class A,8
Theme Investing,"XPO Logistics, Inc.",4
Theme Investing,"XPeng, Inc. ADR Sponsored Class A",21
Theme Investing,"XPeng, Inc. Class A",2
Theme Investing,XTB SA,1
Theme Investing,Xcel Energy Inc.,7
Theme Investing,Xebec Adsorption Inc.,4
Theme Investing,"Xencor, Inc.",1
Theme Investing,Xero Limited,8
Theme Investing,Xerox Holdings Corporation,6
Theme Investing,Xiamen Faratronic Co. Ltd. Class A,1
Theme Investing,Xiamen Intretech Inc. Class A,1
Theme Investing,Xiamen Tungsten Co. Ltd. Class A,2
Theme Investing,Xiaomi Corp. Class B,9
Theme Investing,"Xinjiang Goldwind Science & Technology Co., Ltd. Class A",2
Theme Investing,"Xinjiang Goldwind Science & Technology Co., Ltd. Class H",19
Theme Investing,"Xinjiang Zhongtai Chemical Co., Ltd. Class A",1
Theme Investing,"Xinte Energy Co., Ltd. Class H",2
Theme Investing,Xinyi Energy Holdings Limited,6
Theme Investing,Xinyi Solar Holdings Ltd.,23
Theme Investing,"Xometry, Inc. Class A",1
Theme Investing,Xperi Holding Corporation,7
Theme Investing,"Xponential Fitness, Inc. Class A",1
Theme Investing,Xtep International Holdings Limited,1
Theme Investing,Xylem Inc.,24
Theme Investing,YDUQS Participacoes SA,1
Theme Investing,"YETI Holdings, Inc.",2
Theme Investing,"YFY, Inc.",2
Theme Investing,"YOUNGY Co., Ltd. Class A",2
Theme Investing,"YTO Express Group Co.,Ltd. Class A",1
Theme Investing,"YUKIGUNI MAITAKE CO., LTD.",3
Theme Investing,Yadea Group Holdings Ltd.,6
Theme Investing,Yageo Corporation,2
Theme Investing,"Yakult Honsha Co., Ltd.",2
Theme Investing,Yalla Group Ltd. Sponsored ADR Class A,5
Theme Investing,Yamabiko Corporation,1
Theme Investing,Yamaha Corporation,2
Theme Investing,"Yamaha Motor Co., Ltd.",2
Theme Investing,Yamana Gold Inc.,3
Theme Investing,"Yamato Holdings Co., Ltd.",2
Theme Investing,"Yamazaki Baking Co., Ltd.",1
Theme Investing,Yanbu National Petrochemical Co.,2
Theme Investing,Yandex NV Class A,23
Theme Investing,Yang Ming Marine Transport Corp.,1
Theme Investing,Yangzijiang Shipbuilding (Holdings) Ltd.,1
Theme Investing,Yankuang Energy Group Company Limited Class H,2
Theme Investing,"Yantai Eddie Precision Machinery Co., Ltd. Class A",2
Theme Investing,"Yantai Jereh Oilfield Services Group Co., Ltd. Class A",2
Theme Investing,Yapi ve Kredi Bankasi A.S.,1
Theme Investing,Yara International ASA,10
Theme Investing,Yaskawa Electric Corporation,9
Theme Investing,Yeahka Limited,6
Theme Investing,Yealink Network Technology Co. Ltd. Class A,2
Theme Investing,Yellow Cake Plc,2
Theme Investing,Yelp Inc,8
Theme Investing,Yes Bank Limited,1
Theme Investing,"Yext, Inc.",3
Theme Investing,"Yidu Tech, Inc.",1
Theme Investing,Yifeng Pharmacy Chain Co Ltd Class A,1
Theme Investing,Yihai International Holding Ltd.,2
Theme Investing,Yihai Kerry Arawana Holdings Co. Ltd. Class A,1
Theme Investing,"Yintai Gold Co., Ltd. Class A",3
Theme Investing,Yiren Digital Ltd. Sponsored ADR,1
Theme Investing,Yokogawa Electric Corp.,4
Theme Investing,"Yokowo Co., Ltd.",2
Theme Investing,"Yongxing Special Materials Technology Co., Ltd. Class A",1
Theme Investing,Yonyou Network Technology Co. Ltd. Class A,2
Theme Investing,York Water Company,4
Theme Investing,Youdao Inc ADR Class A,2
Theme Investing,Youngone Corp.,1
Theme Investing,"Yuan Longping High-Tech Agriculture Co., Ltd. Class A",2
Theme Investing,Yuanta Financial Holding Co. Ltd.,3
Theme Investing,Yue Yuen Industrial (Holdings) Limited,2
Theme Investing,Yuexiu Real Estate Investment Trust,1
Theme Investing,Yuexiu Transport Infrastructure Limited,3
Theme Investing,Yuhan Corporation,1
Theme Investing,"Yum China Holdings, Inc.",2
Theme Investing,"Yum! Brands, Inc.",7
Theme Investing,"Yunda Holding Co., Ltd. Class A",1
Theme Investing,Yunnan Aluminium Co. Ltd. Class A,1
Theme Investing,Yunnan Baiyao Group Co. Ltd. Class A,1
Theme Investing,"Yunnan Energy New Material Co., Ltd. Class A",5
Theme Investing,"Yunnan Tin Co., Ltd. Class A",2
Theme Investing,"Yutong Bus Co., Ltd. Class A",1
Theme Investing,Z Holdings Corporation,8
Theme Investing,ZIM Integrated Shipping Services Ltd.,1
Theme Investing,"ZOZO, Inc.",3
Theme Investing,ZTE Corporation Class A,2
Theme Investing,ZTE Corporation Class H,5
Theme Investing,"ZTO Express (Cayman), Inc. Sponsored ADR Class A",3
Theme Investing,Zai Lab Ltd. Sponsored ADR,2
Theme Investing,Zalando SE,11
Theme Investing,Zaptec AS,1
Theme Investing,Zebra Technologies Corporation Class A,13
Theme Investing,"Zendesk, Inc.",11
Theme Investing,Zepp Health Corporation Sponsored ADR Class A,1
Theme Investing,Zeta Global Holdings Corp. Class A,1
Theme Investing,Zevia PBC Class A,2
Theme Investing,"Zhangmen Education, Inc. Sponsored ADR",1
Theme Investing,"Zhangzhou Pientzehuang Pharmaceutical Co., Ltd. Class A",1
Theme Investing,"Zhaojin Mining Industry Co., Ltd. Class H",2
Theme Investing,"Zhefu Holding Group Co., Ltd. Class A",1
Theme Investing,"Zhejiang Century Huatong Group Co., Ltd. Class A",2
Theme Investing,"Zhejiang Chint Electrics Co., Ltd Class A",2
Theme Investing,Zhejiang Dahua Technology Co. Ltd. Class A,2
Theme Investing,"Zhejiang Dingli Machinery Co., Ltd. Class A",1
Theme Investing,Zhejiang Expressway Co. Ltd. Class H,8
Theme Investing,Zhejiang HangKe Technology Incorporated Company Class A,1
Theme Investing,Zhejiang Huayou Cobalt Co. Ltd. Class A,5
Theme Investing,"Zhejiang Jingsheng Mechanical & Electrical Co., Ltd. Class A",2
Theme Investing,"Zhejiang Jiuzhou Pharmaceutical Co., Ltd. Class A",1
Theme Investing,Zhejiang NHU Co. Ltd. Class A,1
Theme Investing,"Zhejiang Sanhua Intelligent Controls Co., Ltd. Class A",2
Theme Investing,"Zhejiang Supor Co., Ltd. Class A",2
Theme Investing,Zhejiang Weixing New Building Materials Co. Ltd. Class A,1
Theme Investing,"Zhejiang Yongtai Technology Co., Ltd. Class A",1
Theme Investing,Zhen Ding Technology Holding Limited,1
Theme Investing,Zheshang Securities Co. Ltd. Class A,1
Theme Investing,"Zhihu, Inc. Sponsored ADR",2
Theme Investing,"Zhongan Online P&C Insurance Co., Ltd. Class H",7
Theme Investing,"Zhongji Innolight Co., Ltd. Class A",1
Theme Investing,Zhongshan Broad-Ocean Motor Co. Ltd. Class A,1
Theme Investing,Zhongsheng Group Holdings Ltd.,2
Theme Investing,"Zhuzhou CRRC Times Electric Co., Ltd. Class H",6
Theme Investing,"Zhuzhou Hongda Electronics Corp., Ltd. Class A",1
Theme Investing,"Zhuzhou Kibing Group Co., Ltd. Class A",2
Theme Investing,"Zibo Qixiang Tengda Chemical Co., Ltd. Class A",1
Theme Investing,"Ziff Davis, Inc.",5
Theme Investing,"Zijin Mining Group Co., Ltd. Class A",2
Theme Investing,"Zijin Mining Group Co., Ltd. Class H",6
Theme Investing,"Zillow Group, Inc. Class A",3
Theme Investing,"Zillow Group, Inc. Class C",12
Theme Investing,"Zimmer Biomet Holdings, Inc.",7
Theme Investing,"Zions Bancorporation, N.A.",1
Theme Investing,Zip Co Ltd.,2
Theme Investing,"Zoetis, Inc. Class A",12
Theme Investing,Zomato Ltd.,3
Theme Investing,Zomedica Corp,1
Theme Investing,"Zoom Video Communications, Inc. Class A",26
Theme Investing,ZoomInfo Technologies Inc,16
Theme Investing,Zoomlion Heavy Industry Science & Technology Co. Ltd. Class H,3
Theme Investing,"Zscaler, Inc.",27
Theme Investing,Zumiez Inc.,2
Theme Investing,Zumtobel Group AG,1
Theme Investing,"Zuora, Inc. Class A",3
Theme Investing,Zur Rose Group AG,1
Theme Investing,Zurich Insurance Group Ltd,4
Theme Investing,Zurn Water Solutions Corporation,6
Theme Investing,Zymergen Inc,1
Theme Investing,Zynerba Pharmaceuticals Inc,4
Theme Investing,Zynga Inc. Class A,11
Theme Investing,a2 Milk Company Ltd.,1
Theme Investing,adidas AG,9
Theme Investing,ageas SA/NV,2
Theme Investing,agilon health inc,1
Theme Investing,ams-OSRAM AG,5
Theme Investing,arGEN-X SE,1
Theme Investing,bioMerieux SA,1
Theme Investing,"bluebird bio, Inc.",7
Theme Investing,bpost SA,1
Theme Investing,"cbdMD, Inc.",6
Theme Investing,"e.l.f. Beauty, Inc.",1
Theme Investing,eBay Inc.,26
Theme Investing,eGain Corporation,1
Theme Investing,"eHealth, Inc.",1
Theme Investing,eMagin Corporation,2
Theme Investing,"eMemory Technology, Inc.",2
Theme Investing,ePlus inc.,1
Theme Investing,"eREX Co., Ltd.",1
Theme Investing,"eXp World Holdings, Inc.",1
Theme Investing,enCore Energy Corp.,2
Theme Investing,flatexDEGIRO AG,2
Theme Investing,freee K.K.,1
Theme Investing,fuboTV Inc.,7
Theme Investing,"giftee, Inc.",1
Theme Investing,"gumi, Inc.",2
Theme Investing,"i3 Verticals, Inc. Class A",2
Theme Investing,iA Financial Corporation Inc.,1
Theme Investing,iDreamSky Technology Holdings Limited,2
Theme Investing,"iHeartMedia, Inc. Class A",2
Theme Investing,iPath Series B Bloomberg Nickel Subindex Total Return ETN,1
Theme Investing,"iQIYI, Inc. Sponsored ADR Class A",12
Theme Investing,"iRhythm Technologies, Inc.",3
Theme Investing,iRobot Corporation,11
Theme Investing,iShares MSCI India ETF,1
Theme Investing,iShares MSCI South Korea ETF,1
Theme Investing,"iflytek Co., Ltd. Class A",5
Theme Investing,"indie Semiconductor, Inc. Class A",5
Theme Investing,ioneer Limited,4
Theme Investing,ironSource Ltd Class A,2
Theme Investing,kakaopay Corp.,5
Theme Investing,"loanDepot, Inc. Class A",1
Theme Investing,mBank SA,1
Theme Investing,momo.com Incorporated,2
Theme Investing,monday.com Ltd.,3
Theme Investing,nCino Inc,3
Theme Investing,"nLIGHT, Inc.",1
Theme Investing,nVent Electric plc,1
Theme Investing,"salesforce.com, inc.",36
Theme Investing,secunet Security Networks AG,1
Theme Investing,"thredUP, Inc. Class A",3
Theme Investing,trivago N.V. Sponsored ADR Class A,1
Theme Investing,uniQure N.V.,5
Theme Investing,urban-gro Inc,1
Theme Investing,voestalpine AG,4
Timber,ALTRI SGPS SA,1
Timber,Amcor PLC,1
Timber,Avery Dennison Corporation,1
Timber,BillerudKorsnas AB,2
Timber,Canfor Corporation,2
Timber,Cascades Inc.,1
Timber,"CatchMark Timber Trust, Inc. Class A",2
Timber,Cheng Loong Corp.,1
Timber,"Chengxin Lithium Group Co., Ltd. Class A",1
Timber,Chung Hwa Pulp Corp.,1
Timber,Clearwater Paper Corporation,1
Timber,DS Smith Plc,1
Timber,Daiken Corporation,1
Timber,Daio Paper Corporation,2
Timber,Dexco SA,1
Timber,"Dongwha Enterprise Co., Ltd",1
Timber,ENCE Energia y Celulosa SA,1
Timber,Elopak ASA,1
Timber,Empresas CMPC S.A.,1
Timber,Glatfelter Corporation,1
Timber,Graphic Packaging Holding Company,1
Timber,Greatview Aseptic Packaging Company Limited,1
Timber,Hokuetsu Corporation,1
Timber,Holmen AB Class B,2
Timber,Huhtamaki Oyj,1
Timber,Interfor Corporation,2
Timber,International Paper Company,2
Timber,Invesco India ETF,1
Timber,Klabin SA Ctf de Deposito de Acoes Cons of 1 Sh + 4 Pfd Shs,2
Timber,"Kukil Paper Mfg. Co., Ltd.",1
Timber,Lee & Man Paper Manufacturing Limited,1
Timber,Longchen Paper & Packaging Co. Ltd.,1
Timber,Louisiana-Pacific Corporation,1
Timber,MUTUAL FUND (OTHER),2
Timber,Mercer International Inc.,1
Timber,Metsa Board Oyj Class B,2
Timber,"Miquel y Costas & Miquel, S.A.",1
Timber,Mondi plc,2
Timber,Navigator Company SA,1
Timber,Neenah Inc,1
Timber,Nine Dragons Paper Holdings Ltd.,1
Timber,"Nippon Paper Industries Co., Ltd.",1
Timber,Oji Holdings Corp.,2
Timber,PT Indah Kiat Pulp & Paper Tbk,1
Timber,PT Pabrik Kertas Tjiwi Kimia Tbk,1
Timber,Pack Corporation,1
Timber,Packaging Corporation of America,1
Timber,"Pactiv Evergreen, Inc.",1
Timber,Polyplex (Thailand) Public Co. Ltd. NVDR,1
Timber,PotlatchDeltic Corporation,2
Timber,Ranpak Holdings Corp. Class A,1
Timber,Rayonier Inc.,2
Timber,"Rengo Co., Ltd.",1
Timber,"SCG Packaging Public Co., Ltd.",1
Timber,SIG Combibloc Group Ltd,1
Timber,Sappi Limited,2
Timber,"Schweitzer-Mauduit International, Inc.",1
Timber,Sealed Air Corporation,1
Timber,Segezha Group PJSC,1
Timber,Semapa Sociedade de Investimento e Gestao SGPS SA,1
Timber,"Shandong Sunpaper Co., Ltd. Class A",1
Timber,Shihlin Paper Corporation,1
Timber,Smurfit Kappa Group Plc,2
Timber,Sonoco Products Company,1
Timber,Stella-Jones Inc.,1
Timber,Stora Enso Oyj Class R,2
Timber,"Sumitomo Forestry Co., Ltd.",1
Timber,Suzano S.A.,2
