Symbol,Name,Cluster_3,Cluster_4,Cluster_5,Cluster_6,Cluster_7,Cluster_8,Cluster_9,Cluster_10,Cluster_11,Cluster_12,Cluster_13,Cluster_14,Cluster_15,Cluster_16,Cluster_17,Cluster_18,Cluster_19,Cluster_20,Cluster_21,Cluster_22,Cluster_23,Cluster_24,Cluster_25,Cluster_26,Cluster_27,Cluster_28,Cluster_29,Cluster_30,Cluster_31,Cluster_32,Cluster_33,Cluster_34,Cluster_35,Cluster_36,Cluster_37,Cluster_38,Cluster_39,Cluster_40,Cluster_41,Cluster_42,Cluster_43,Cluster_44
ONCS,OncoSec Medical Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AUTO,Autoweb Inc,1,1,1,1,1,1,1,1,1,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
CALA,Calithera Biosciences Inc,1,1,1,5,5,5,5,5,10,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,26,26,26,26,26,26,26,26,26,26,26,26,26,26
TAYD,Taylor Devices Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3
RAND,Rand Capital Corp,1,1,1,5,5,5,5,5,10,10,10,10,10,10,15,10,10,15,13,13,13,13,13,13,13,13,13,13,13,13,32,32,13,13,13,13,13,13,13,13,13,13
SISI,Shineco Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3
TEDU,Tarena International Inc ADR,1,1,1,5,5,5,5,5,10,11,11,11,11,11,15,15,15,15,3,3,3,3,3,3,3,3,3,3,26,26,26,26,26,26,26,26,26,26,26,26,26,26
CSPI,CSP Inc,2,0,2,2,6,7,7,7,7,3,3,3,3,3,3,9,9,19,17,17,17,17,24,24,24,27,27,27,27,27,24,24,27,24,27,27,24,27,24,24,24,41
RDIB,Reading International Inc Class B,2,0,2,2,2,6,6,9,9,9,9,9,9,7,7,9,9,9,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
OPGN,OpGen Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CLIR,Clearsign Technologies Corp,1,1,1,1,1,1,1,1,1,1,1,13,13,13,13,13,18,18,20,20,20,20,20,20,20,20,20,18,18,18,29,18,18,18,3,18,18,18,40,40,40,40
MULN,Mullen Automotive Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FPAY,FlexShopper Inc,1,1,1,1,1,1,1,1,1,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
FTEK,Fuel Tech Inc,0,2,3,4,4,2,4,2,2,2,2,2,2,2,2,2,2,18,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
MOXC,Moxian (BVI) Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
QUMU,Qumu Corp,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,36,36,36,40,40,40,40
CREG,China Recycling Energy Corp,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
AYTU,Aytu Biopharma Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
STAB,Statera Biopharma Inc,0,3,3,1,1,1,4,2,2,2,2,2,2,2,2,2,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
CLSN,Celsion Corp,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CLRB,Cellectar Biosciences Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
VS,Versus Systems Inc,0,3,3,4,0,0,4,2,2,2,2,2,2,2,2,2,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
ACER,Acer Therapeutics Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ALNA,Allena Pharmaceuticals Inc,1,1,1,5,5,5,5,5,10,10,10,10,10,15,15,15,15,15,13,13,13,13,13,13,13,13,13,13,13,13,26,26,13,22,22,22,22,22,22,22,22,22
RETO,ReTo Eco-Solutions Inc,1,1,1,5,5,5,5,5,10,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,26,26,26,26,26,26,26,26,26,26,26,26
CYCC,Cyclacel Pharmaceuticals Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3
ONTX,Onconova Therapeutics Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
BWEN,Broadwind Inc,1,1,1,1,1,1,4,2,2,2,2,2,2,2,2,2,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,40,40,40,40
ENG,ENGlobal Corp,0,3,3,3,4,2,4,2,2,2,2,2,2,2,2,2,2,18,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
SBET,Sharplink Gaming Ltd,0,3,3,3,3,4,8,2,2,2,2,2,2,2,2,2,18,18,7,16,16,16,16,16,16,16,16,18,18,11,11,15,15,15,15,37,37,37,37,37,37,37
CUBA,Herzfeld Caribbean Basin Closed Fund,1,1,0,5,5,3,3,3,3,10,5,5,5,5,5,5,5,3,4,4,4,4,17,17,17,17,17,17,4,4,4,4,4,4,4,4,4,4,4,4,4,4
GLG,TD Holdings Inc,1,1,1,5,5,5,5,5,10,11,11,11,11,11,11,11,11,11,3,3,22,22,22,3,3,3,3,3,26,26,26,26,26,26,26,26,26,26,26,26,26,26
OXBR,Oxbridge Re Holdings Ltd,1,1,1,1,1,1,1,1,1,11,11,13,13,11,13,13,13,11,20,20,20,20,20,20,20,20,4,29,29,29,30,30,29,29,29,29,29,30,30,30,30,30
RCRT,Recruiter.Com Group Inc,2,0,2,2,6,7,7,7,7,7,7,7,7,7,7,7,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
VYNT,Vyant Bio Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3
RNWK,RealNetworks Inc,1,1,1,5,5,5,5,5,10,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
RMTI,Rockwell Medical Inc,1,1,1,5,5,5,5,5,10,11,11,11,11,11,15,11,11,15,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,13,13,3,3,3,3,3,3,3
CHNR,China Natural Resources Inc,1,1,0,5,5,5,5,5,10,10,10,10,10,15,15,15,15,15,13,13,22,22,22,22,26,26,26,26,26,26,22,22,22,22,22,22,22,22,22,22,22,22
BSQR,Bsquare Corp,1,1,1,1,5,5,5,5,1,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,30,3,3,3,3
JAGX,Jaguar Health Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
EKSO,Ekso Bionics Holdings Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ASTC,Astrotech Corp,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1
NURO,NeuroMetrix Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ASPU,Aspen Group Inc,0,2,2,4,2,6,6,6,9,6,6,6,6,6,6,6,6,6,15,15,15,15,15,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
BELFA,Bel Fuse Inc Class A,1,1,0,5,5,5,5,5,10,10,5,5,5,5,5,5,5,15,4,4,4,4,4,4,17,17,17,17,4,4,4,4,4,4,4,4,4,4,4,4,4,4
CVV,CVD Equipment Corp,1,1,1,5,5,5,5,5,10,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,26,26,26,26,26,26,26,26,26,26,26,26
GLBZ,Glen Burnie Bancorp,2,3,0,0,0,0,0,0,0,5,0,0,0,0,16,5,16,13,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NERV,Minerva Neurosciences Inc,1,1,1,5,6,7,7,7,10,10,10,10,10,10,10,10,10,10,13,13,13,13,13,13,22,22,22,22,22,22,32,32,32,32,32,32,32,32,32,32,32,32
PBLA,Panbela Therapeutics Inc,1,1,1,1,5,5,5,1,1,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
WINT,Windtree Therapeutics Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DUOT,Duos Technologies Group Inc,0,3,3,3,3,4,4,2,2,2,2,2,2,2,2,2,2,18,16,16,16,16,16,16,16,20,11,16,16,11,11,16,16,16,16,36,36,36,29,29,40,36
NVCN,Neovasc Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UTSI,UTStarcom Holdings Corp,1,0,0,5,6,7,7,7,7,7,7,7,7,7,10,7,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
ANTE,Airnet Technology Inc ADR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3
PETZ,TDH Holdings Inc,1,1,1,1,1,1,1,1,1,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
RCON,Recon Technology Ltd Class A,0,3,3,3,3,4,4,2,2,2,2,2,2,2,2,2,2,18,16,16,16,16,16,16,16,16,11,16,16,11,11,11,11,11,16,37,37,37,37,37,37,37
SOHOB,Sotherly Hotels 8.0% Cumulative Redeemable Perpetual Pref Shs Series B,1,0,0,5,6,3,3,3,3,3,10,10,3,10,10,3,10,3,17,17,17,17,17,17,17,24,24,24,24,24,24,24,24,24,24,24,17,24,17,17,17,24
GENE,Genetic Technologies Ltd ADR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
BANFP,BancFirst 7.2% Cumulative Pref Shs,0,2,4,4,4,2,2,6,6,6,6,6,6,6,6,6,6,6,15,15,15,15,15,15,15,15,15,15,15,15,15,33,33,33,33,36,36,36,40,40,40,40
MFH,Mercurity Fintech Holding Inc ADR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SOHOO,Sotherly Hotels Cum Redeemable Perptual 7.875 Pref Shs Series C,1,0,0,5,6,3,3,3,3,3,10,10,3,10,10,3,10,3,17,17,17,17,17,17,17,24,24,24,24,24,24,24,24,24,24,24,17,24,17,17,17,24
SCKT,Socket Mobile Inc,0,3,3,3,3,4,4,4,2,2,2,13,14,13,0,0,18,18,11,11,11,11,11,18,18,11,11,11,11,11,11,11,18,18,18,37,37,37,37,37,37,37
CARV,Carver Bancorp Inc,0,3,3,3,3,4,8,8,8,8,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,11,5,5,5,5,5,11,11,5,5,5,5,5,5,5,5
SLNO,Soleno Therapeutics Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PRPO,Precipio Inc,1,1,1,1,1,1,1,1,1,1,11,1,1,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
APVO,Aptevo Therapeutics Inc,1,1,0,5,5,7,7,7,7,7,7,7,7,15,15,7,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,38,38,38,38,38,38
REED,Reed's Inc,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,1,3,3,13,13,13,3,3,3,3,3,3,3
WVFC,W V S Financial Corp,2,0,2,2,2,6,6,9,9,9,9,9,0,9,16,16,9,16,19,19,19,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
APCX,AppTech Payments Corp,0,2,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,7,16,16,7,16,16,16,16,16,16,16,16,16,16,16,35,35,35,35,35,35,35,35,35
EVK,Ever-Glory International Group Inc,2,0,2,2,6,7,7,7,7,7,7,7,7,7,7,3,3,3,1,1,9,9,9,9,9,9,9,9,17,17,17,17,17,17,17,17,38,38,38,38,38,38
PIXY,ShiftPixy Inc,1,1,1,5,5,5,5,5,10,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
CYTH,Cyclo Therapeutics Inc,1,1,1,5,6,7,7,7,10,10,10,10,10,10,10,10,10,10,13,13,13,13,13,13,13,13,13,13,13,13,32,32,32,32,32,32,32,32,32,32,32,32
ABIO,ARCA Biopharma Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1
CEMI,Chembio Diagnostics Inc,1,1,1,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,9,9,9,9,9,9,22,22,22,22,22,22,9,9,9,9,9,9,9,9,9,9,9,9
MDGS,Medigus Ltd ADR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NBRV,Nabriva Therapeutics PLC,1,1,1,5,5,5,5,5,10,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,26,26,26,26,26,26,26,26,26,26
LMNL,Liminal BioSciences Inc,1,1,1,1,5,5,5,5,10,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
SGRP,SPAR Group Inc,0,3,3,3,0,0,4,4,2,2,0,13,14,13,0,0,18,18,18,18,18,18,18,18,18,18,11,18,18,11,11,11,18,18,18,37,37,37,18,37,18,18
DFFN,Diffusion Pharmaceuticals Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PATI,Patriot Transportation Holding Inc,1,1,1,5,5,5,5,5,10,10,10,10,10,10,10,10,10,15,13,13,13,13,13,13,13,13,13,13,13,13,32,32,13,13,13,13,13,13,13,13,13,13
IDRA,Idera Pharmaceuticals Inc,1,1,1,1,5,5,5,5,10,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
SOFO,Sonic Foundry Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,1,1,1,1,1,20,20,1,1,1,1,1,1,1,1,36,36,1,40,40,40,40
VYNE,Vyne Therapeutics Inc,1,1,1,5,5,5,5,5,10,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,26,26,26,26,26,26,26,26,26,26
SECO,Secoo Holding Ltd ADR,1,1,0,5,6,7,7,7,10,10,10,10,10,10,10,10,10,10,13,13,13,13,13,13,13,13,13,13,13,13,32,32,32,32,32,32,32,32,32,32,32,32
NSYS,Nortech Systems Inc,0,3,3,3,3,4,8,8,8,8,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
SNGX,Soligenix Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
BBI,Brickell Biotech Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
QLGN,Qualigen Therapeutics Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1
TAOP,Taoping Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CNET,ZW Data Action Technologies Inc,1,1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,18,7,1,1,1,1,1,1,1,1,1,18,1,18,18,1,1,1,1,1,1,1,38,40,1,38
BPTH,Bio Path Holdings Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FNHC,Fednat Holding Co,1,1,1,5,5,5,7,5,10,10,10,10,10,10,10,10,10,10,13,13,13,13,13,13,22,22,22,13,13,13,32,32,32,32,32,32,32,32,32,32,32,32
SVVC,Firsthand Technology Value Fund Closed Fund,1,0,0,5,6,7,7,7,7,7,7,7,10,10,10,7,7,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,38,38,38,38,9
OBLG,Oblong Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,40,40,40,40
JCTCF,Jewett-Cameron Trading Company Ltd,0,2,4,4,3,4,8,8,8,8,8,9,9,9,9,17,0,17,7,7,7,7,7,7,7,8,28,28,8,8,8,15,15,35,35,15,15,15,35,15,15,35
APWC,Asia Pacific Wire & Cable Corporation Ltd,2,3,3,0,0,0,4,0,2,5,2,13,13,13,0,0,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,37,37,37,18,18,18,18
AVGR,Avinger Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
XELB,Xcel Brands Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1
LIXT,Lixte Biotechnology Holdings Inc,0,2,4,4,4,2,2,2,6,6,2,2,2,2,2,2,2,2,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,36,16,16,16,36,36,36,15
GVP,GSE Systems Inc,1,1,0,5,5,5,5,5,10,10,10,10,10,15,10,15,15,10,13,13,22,22,22,22,26,26,26,26,26,26,13,13,22,22,22,22,22,22,22,22,22,22
REDU,Rise Education Cayman Ltd ADR,1,1,1,5,5,5,5,5,10,10,10,10,10,15,15,15,15,10,13,13,13,13,13,13,13,13,13,13,13,13,32,32,32,32,32,32,22,22,22,22,22,22
VRME,VerifyMe Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FFHL,Fuwei Films (Holdings) Co Ltd,0,2,4,3,3,4,8,2,2,2,2,2,2,2,2,2,2,4,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,36,16,16,16,16,16,16,16
PALT,Paltalk Inc,1,1,0,5,5,5,5,5,10,10,5,5,5,5,5,5,5,15,4,4,4,13,4,13,13,13,13,13,17,13,13,13,13,13,13,17,38,38,38,38,39,39
ABEO,Abeona Therapeutics Inc,1,0,0,5,6,7,7,7,7,7,7,7,7,15,10,7,7,7,9,9,22,22,22,22,26,26,26,26,9,9,22,22,22,22,22,22,22,22,22,22,22,22
CWBR,CohBar Inc,1,1,1,5,5,5,5,5,10,10,10,10,10,15,15,15,15,15,13,13,22,22,13,13,13,13,13,13,26,26,26,26,26,22,22,22,22,22,22,22,22,22
SGBX,SG Blocks Inc,1,1,1,5,5,5,5,5,10,10,10,10,10,15,15,15,15,15,13,13,13,13,13,13,13,13,13,13,26,26,26,26,26,22,22,22,22,22,22,22,22,22
NXTD,NXT-ID Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ELTK,Eltek Ltd,0,3,3,3,3,2,4,2,2,2,2,2,2,2,2,2,2,18,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,36,36,36,40,40,40,40
JVA,Coffee Holding Co Inc,2,0,0,0,0,0,0,0,0,5,5,5,0,0,5,13,16,13,0,0,4,23,23,0,0,23,23,23,23,23,23,23,0,23,23,37,38,39,39,39,39,39
ONVO,Organovo Holdings Inc,1,1,1,1,1,1,1,1,1,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
NRBO,Neurobo Pharmaceuticals Inc,1,1,1,5,5,5,5,5,10,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,26,26,26,26,26,26,26,26,26,26,26,26
BNTC,Benitec Biopharma Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NAOV,Nanovibronix Inc,1,1,1,5,5,5,5,5,10,10,10,10,10,10,15,15,15,15,13,13,13,13,13,13,13,13,13,13,13,13,26,26,26,26,26,26,26,13,13,13,13,13
GIGM,Giga Media Ltd,2,0,2,2,2,6,6,9,9,7,7,7,7,7,7,0,18,7,18,18,18,18,18,18,18,18,18,18,18,18,18,18,34,34,34,34,34,34,34,34,34,34
TRIB,Trinity Biotech PLC ADR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LYL,Dragon Victory International Ltd,1,1,1,1,5,5,5,5,10,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,26,26,26,26,26,26,26,26,26,26
WHLM,Wilhelmina International Inc,1,1,0,5,5,5,5,5,10,10,10,10,10,11,15,15,15,15,13,13,13,13,13,13,13,13,13,13,4,4,13,13,13,13,13,13,13,13,13,13,13,13
DTST,Data Storage Corp,0,3,3,3,3,4,8,4,8,8,4,4,4,4,4,4,4,4,11,5,5,5,11,11,11,11,5,11,11,31,31,31,11,11,31,31,31,31,31,31,31,31
PXS,Pyxis Tankers Inc,1,1,1,1,1,1,1,1,1,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
TPST,Tempest Therapeutics Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RKDA,Arcadia Biosciences Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SGLB,Sigma Labs Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RBCN,Rubicon Technology Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FWBI,First Wave BioPharma Inc,1,1,1,5,5,5,5,5,10,11,11,11,11,11,15,11,11,15,3,3,3,3,3,3,3,3,3,3,3,3,3,3,26,26,26,26,26,26,26,26,26,26
CLRO,Clearone Inc,1,1,1,1,5,5,5,5,10,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
KTRA,Kintara Therapeutics Inc,1,1,1,1,1,1,1,1,1,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
JCS,Communications Systems Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,20,20,1,1,1,1,1,1,1,36,20,1,40,40,40,40
AEMD,Aethlon Medical Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PSTV,Plus Therapeutics Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RGLS,Regulus Therapeutics Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NSPR,InspireMD Inc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FBRX,Forte Biosciences Inc,1,1,1,5,5,5,5,5,10,10,10,10,10,10,15,15,15,15,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
RSLS,ReShape Lifesciences Inc,1,1,1,1,5,5,5,5,10,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,26,3,3,3,3
